,Inventory,Type,Date,Due Date,Num,Name,Qty,Invoiced,Backordered,Amount,Open Balance,Month,Year
77,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,06/04/2018,07/04/2018,A29880,US IMPORT,6.0,0.0,6.0,24.0,24.0,6,2018
78,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,06/22/2018,06/22/2018,A29982,HAIR CROWN BEAUTY SUPPLY,3.0,0.0,3.0,12.0,12.0,6,2018
79,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,06/27/2018,07/27/2018,A30000,EVERGREEN BEAUTY,1.0,0.0,1.0,5.5,5.5,6,2018
80,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,06/27/2018,07/27/2018,A30003,"A-1 TRADING, INC. (GA)",6.0,0.0,6.0,24.0,24.0,6,2018
81,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,06/28/2018,07/28/2018,A30004,DASO TRADING INC.,12.0,0.0,12.0,48.0,48.0,6,2018
82,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,06/28/2018,08/27/2018,A30008,YOUNG'S TRADING (GA),12.0,0.0,12.0,48.0,48.0,6,2018
83,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,06/29/2018,08/28/2018,A30011,MISSION TRADING,6.0,0.0,6.0,24.0,24.0,6,2018
84,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,06/29/2018,08/28/2018,A30012,"WURI, INC.",6.0,0.0,6.0,24.0,24.0,6,2018
85,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,07/05/2018,09/03/2018,A30036,YOUNG'S TRADING (GA),12.0,0.0,12.0,48.0,48.0,7,2018
86,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,07/06/2018,09/04/2018,A30046,"WURI, INC.",3.0,0.0,3.0,12.0,12.0,7,2018
87,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,07/10/2018,08/09/2018,A30058,US IMPORT,6.0,0.0,6.0,24.0,24.0,7,2018
88,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,07/11/2018,08/10/2018,A30061,"A-1 TRADING, INC. (GA)",6.0,0.0,6.0,24.0,24.0,7,2018
89,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,07/11/2018,09/09/2018,A30062,YOUNG'S TRADING (GA),12.0,0.0,12.0,48.0,48.0,7,2018
90,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,07/19/2018,08/18/2018,A30105,DASO TRADING INC.,48.0,0.0,48.0,192.0,192.0,7,2018
91,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/03/2018,09/02/2018,A30139,US IMPORT,6.0,0.0,6.0,24.0,24.0,8,2018
92,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/03/2018,09/02/2018,A30143,"A-1 TRADING, INC. (GA)",6.0,0.0,6.0,24.0,24.0,8,2018
93,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30145,"TEN TEN US TRADING, CORP.",12.0,0.0,12.0,48.0,48.0,8,2018
94,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30147,EMPRESS BEAUTY DISTRIBUTORS,12.0,0.0,12.0,48.0,48.0,8,2018
95,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30150,7 DOLLAR BEAUTY SUPPLY,48.0,0.0,48.0,192.0,192.0,8,2018
96,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30151,HAIR DEPOT PLUS(WARREN),2.0,1.0,1.0,8.0,4.0,8,2018
97,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30154,KINGS BEAUTY SUPPLY (MAULDIN SC),2.0,0.0,2.0,11.0,11.0,8,2018
98,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30158,KINGS BEAUTY SUPPLY (MAULDIN SC),2.0,0.0,2.0,11.0,11.0,8,2018
99,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/07/2018,08/07/2018,A30173,ESSENCE BEAUTY DEPOT,2.0,0.0,2.0,11.0,11.0,8,2018
100,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/08/2018,09/07/2018,A30178,US IMPORT,6.0,0.0,6.0,24.0,24.0,8,2018
101,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/10/2018,09/09/2018,A30191,"TEN TEN US TRADING, CORP.",12.0,0.0,12.0,48.0,48.0,8,2018
102,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/10/2018,10/09/2018,A30197,"PK INTERNATIONAL, INC.",24.0,0.0,24.0,96.0,96.0,8,2018
103,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/13/2018,09/12/2018,A30207,US IMPORT,6.0,0.0,6.0,24.0,24.0,8,2018
104,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/15/2018,10/14/2018,A30214,YOUNG'S TRADING (GA),6.0,0.0,6.0,24.0,24.0,8,2018
105,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/15/2018,09/14/2018,A30217,"A-1 TRADING, INC. (GA)",6.0,0.0,6.0,24.0,24.0,8,2018
106,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/17/2018,09/16/2018,A30235,7 DOLLAR BEAUTY SUPPLY,48.0,0.0,48.0,192.0,192.0,8,2018
107,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/23/2018,09/22/2018,A30264,"TEN TEN US TRADING, CORP.",6.0,0.0,6.0,24.0,24.0,8,2018
108,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/24/2018,10/23/2018,A30272,"WURI, INC.",6.0,0.0,6.0,24.0,24.0,8,2018
109,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/27/2018,08/27/2018,A30274,HAIR CROWN BEAUTY SUPPLY,3.0,0.0,3.0,12.0,12.0,8,2018
110,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/29/2018,08/29/2018,A30288,SUPREME BEAUTY SUPPLY,2.0,0.0,2.0,8.0,8.0,8,2018
111,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/30/2018,09/29/2018,A30292,HAIR DEPOT PLUS(WARREN),12.0,0.0,12.0,48.0,48.0,8,2018
112,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,08/31/2018,10/30/2018,A30299,MISSION TRADING,6.0,0.0,6.0,24.0,24.0,8,2018
113,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,09/04/2018,10/04/2018,A30305,7 DOLLAR BEAUTY SUPPLY,48.0,0.0,48.0,192.0,192.0,9,2018
114,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,09/10/2018,10/10/2018,A30332,US TRADING (NC),6.0,0.0,6.0,24.0,24.0,9,2018
115,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,09/12/2018,10/12/2018,A30341,"A-1 TRADING, INC. (GA)",6.0,4.0,2.0,24.0,8.0,9,2018
116,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,09/13/2018,11/12/2018,A30348,MISSION TRADING,6.0,0.0,6.0,24.0,24.0,9,2018
117,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,09/17/2018,10/17/2018,A30360,HAIR DEPOT PLUS(YOUNGSTOWN),1.0,0.0,1.0,4.0,4.0,9,2018
118,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,09/18/2018,09/18/2018,A30366,HAIR CROWN BEAUTY SUPPLY,4.0,0.0,4.0,16.0,16.0,9,2018
119,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,09/20/2018,10/20/2018,A30378,"TEN TEN US TRADING, CORP.",6.0,0.0,6.0,24.0,24.0,9,2018
120,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,09/28/2018,09/28/2018,A30417,EBS IMPORT&WHOLESALE (GA),1.0,0.0,1.0,4.0,4.0,9,2018
121,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,10/01/2018,10/31/2018,A30420,EVERGREEN BEAUTY,2.0,0.0,2.0,11.0,11.0,10,2018
122,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,10/01/2018,10/31/2018,A30426,7 DOLLAR BEAUTY SUPPLY,48.0,0.0,48.0,192.0,192.0,10,2018
123,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,10/03/2018,11/02/2018,A30435,"A-1 TRADING, INC. (GA)",6.0,0.0,6.0,24.0,24.0,10,2018
124,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,10/05/2018,11/04/2018,A30449,MISSION TRADING,6.0,0.0,6.0,24.0,24.0,10,2018
125,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,10/10/2018,11/09/2018,A30465,"A-1 TRADING, INC. (GA)",6.0,0.0,6.0,24.0,24.0,10,2018
126,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,10/24/2018,11/23/2018,A30540,7 DOLLAR BEAUTY SUPPLY,48.0,0.0,48.0,192.0,192.0,10,2018
127,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,10/29/2018,11/28/2018,A30552,"TEN TEN US TRADING, CORP.",6.0,5.0,1.0,24.0,4.0,10,2018
128,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,05/20/2020,06/04/2020,A33649,BYESSENCE BEAUTY(J&D ENT.),1.0,0.0,1.0,4.5,4.5,5,2020
129,K003 (DU-RAG : RED (DZ/48 DZ)),Sales Order,06/29/2020,07/29/2020,A33900,KINGS BEAUTY SUPPLY (MAULDIN SC),1.0,0.0,1.0,6.0,6.0,6,2020
130,K004 (DU-RAG : BLUE (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30145,"TEN TEN US TRADING, CORP.",12.0,8.0,4.0,48.0,16.0,8,2018
131,K004 (DU-RAG : BLUE (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30151,HAIR DEPOT PLUS(WARREN),2.0,0.0,2.0,8.0,8.0,8,2018
132,K004 (DU-RAG : BLUE (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30154,KINGS BEAUTY SUPPLY (MAULDIN SC),2.0,0.0,2.0,11.0,11.0,8,2018
133,K004 (DU-RAG : BLUE (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30158,KINGS BEAUTY SUPPLY (MAULDIN SC),2.0,0.0,2.0,11.0,11.0,8,2018
134,K004 (DU-RAG : BLUE (DZ/48 DZ)),Sales Order,08/13/2018,10/12/2018,A30198,"WURI, INC.",6.0,0.0,6.0,24.0,24.0,8,2018
135,K004 (DU-RAG : BLUE (DZ/48 DZ)),Sales Order,08/13/2018,09/12/2018,A30207,US IMPORT,6.0,0.0,6.0,24.0,24.0,8,2018
136,K004 (DU-RAG : BLUE (DZ/48 DZ)),Sales Order,08/15/2018,10/14/2018,A30214,YOUNG'S TRADING (GA),6.0,0.0,6.0,24.0,24.0,8,2018
137,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,04/24/2018,05/24/2018,A29676,EMPRESS BEAUTY DISTRIBUTORS,12.0,9.0,3.0,48.0,12.0,4,2018
138,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,04/25/2018,04/25/2018,A29679,GINA'S BEAUTY SUPPLY,1.0,0.0,1.0,5.5,5.5,4,2018
139,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,04/30/2018,05/30/2018,A29710,HAIR DEPOT PLUS(WARREN),1.0,0.0,1.0,4.0,4.0,4,2018
140,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,05/07/2018,06/06/2018,A29729,"BELLA PANDORA GLOBAL, INC.",3.0,0.0,3.0,12.0,12.0,5,2018
141,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,05/07/2018,07/06/2018,A29734,SUN 3 TRADING LLC.,3.0,0.0,3.0,12.0,12.0,5,2018
142,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,05/10/2018,05/10/2018,A29755,EBS IMPORT&WHOLESALE (GA),1.0,0.0,1.0,4.0,4.0,5,2018
143,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,05/11/2018,06/10/2018,A29758,BEN'S (TX) BEAUTY SUPPLY DISTRIBUTOR INC.,24.0,0.0,24.0,96.0,96.0,5,2018
144,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,05/11/2018,06/10/2018,A29760,7 DOLLAR BEAUTY SUPPLY,12.0,0.0,12.0,48.0,48.0,5,2018
145,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,05/14/2018,06/13/2018,A29770,7 DOLLAR BEAUTY SUPPLY,12.0,0.0,12.0,48.0,48.0,5,2018
146,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,05/15/2018,06/14/2018,A29780,BEAUTY WORLD SUPPLY (DURHAM)NC7,2.0,0.0,2.0,11.0,11.0,5,2018
147,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,05/21/2018,05/21/2018,A29808,HAIR CROWN BEAUTY SUPPLY,3.0,0.0,3.0,12.0,12.0,5,2018
148,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,05/21/2018,06/20/2018,A29817,HAIR DEPOT PLUS(WARREN),1.0,0.0,1.0,4.0,4.0,5,2018
149,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,05/24/2018,06/23/2018,A29852,EVERGREEN BEAUTY,1.0,0.0,1.0,5.5,5.5,5,2018
150,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,05/30/2018,06/29/2018,A29869,"A-1 TRADING, INC. (GA)",6.0,0.0,6.0,24.0,24.0,5,2018
151,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,07/18/2018,08/17/2018,A30098,NOAH INTERNATIONAL CO.,6.0,0.0,6.0,24.0,24.0,7,2018
152,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,07/19/2018,08/18/2018,A30105,DASO TRADING INC.,12.0,6.0,6.0,48.0,24.0,7,2018
153,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30145,"TEN TEN US TRADING, CORP.",12.0,0.0,12.0,48.0,48.0,8,2018
154,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30146,"UNION SALES, INC.",24.0,0.0,24.0,96.0,96.0,8,2018
155,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30150,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,96.0,96.0,8,2018
156,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30154,KINGS BEAUTY SUPPLY (MAULDIN SC),2.0,0.0,2.0,11.0,11.0,8,2018
157,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,08/10/2018,09/09/2018,A30191,"TEN TEN US TRADING, CORP.",12.0,0.0,12.0,48.0,48.0,8,2018
158,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,08/13/2018,10/12/2018,A30198,"WURI, INC.",6.0,0.0,6.0,24.0,24.0,8,2018
159,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,09/04/2018,10/04/2018,A30305,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,96.0,96.0,9,2018
160,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,10/01/2018,10/31/2018,A30426,7 DOLLAR BEAUTY SUPPLY,48.0,24.0,24.0,192.0,96.0,10,2018
161,K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),Sales Order,10/05/2018,11/04/2018,A30442,DASO TRADING INC.,20.0,0.0,20.0,80.0,80.0,10,2018
162,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,02/05/2018,03/07/2018,A29208,US IMPORT,6.0,0.0,6.0,24.0,24.0,2,2018
163,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,02/08/2018,02/08/2018,A29247,TRENDZ BEAUTY SUPPLY,4.0,0.0,4.0,22.0,22.0,2,2018
164,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,02/26/2018,03/28/2018,A29339,"UNION SALES, INC.",24.0,0.0,24.0,96.0,96.0,2,2018
165,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,03/05/2018,04/04/2018,A29374,HAIR DEPOT PLUS(WARREN),1.0,0.0,1.0,4.0,4.0,3,2018
166,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,03/08/2018,04/07/2018,A29398,"UNION SALES, INC.",24.0,0.0,24.0,96.0,96.0,3,2018
167,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,03/14/2018,04/13/2018,A29443,HAIR DEPOT PLUS(WARREN),1.0,0.0,1.0,4.0,4.0,3,2018
168,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,03/19/2018,04/18/2018,A29475,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,96.0,96.0,3,2018
169,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,04/02/2018,05/02/2018,A29554,7 DOLLAR BEAUTY SUPPLY,12.0,11.0,1.0,48.0,4.0,4,2018
170,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,04/09/2018,05/09/2018,A29590,HAIR DEPOT PLUS(WARREN),1.0,0.0,1.0,4.0,4.0,4,2018
171,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,05/15/2018,06/14/2018,A29780,BEAUTY WORLD SUPPLY (DURHAM)NC7,2.0,0.0,2.0,11.0,11.0,5,2018
172,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,06/25/2018,08/24/2018,A29989,"PK INTERNATIONAL, INC.",24.0,0.0,24.0,96.0,96.0,6,2018
173,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,06/28/2018,07/28/2018,A30004,DASO TRADING INC.,12.0,0.0,12.0,48.0,48.0,6,2018
174,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,06/29/2018,08/28/2018,A30011,MISSION TRADING,6.0,4.0,2.0,24.0,8.0,6,2018
175,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,07/02/2018,08/01/2018,A30025,BEAUTY WORLD SUPPLY (DURHAM)NC7,3.0,0.0,3.0,16.5,16.5,7,2018
176,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,07/16/2018,08/15/2018,A30080,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,96.0,96.0,7,2018
177,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,07/17/2018,08/16/2018,A30091,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,96.0,96.0,7,2018
178,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,07/19/2018,08/18/2018,A30105,DASO TRADING INC.,18.0,0.0,18.0,72.0,72.0,7,2018
179,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30146,"UNION SALES, INC.",24.0,0.0,24.0,96.0,96.0,8,2018
180,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30150,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,96.0,96.0,8,2018
181,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30154,KINGS BEAUTY SUPPLY (MAULDIN SC),2.0,0.0,2.0,11.0,11.0,8,2018
182,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,08/07/2018,08/07/2018,A30173,ESSENCE BEAUTY DEPOT,2.0,0.0,2.0,11.0,11.0,8,2018
183,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,08/10/2018,10/09/2018,A30197,"PK INTERNATIONAL, INC.",24.0,0.0,24.0,96.0,96.0,8,2018
184,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,08/17/2018,09/16/2018,A30235,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,96.0,96.0,8,2018
185,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,08/20/2018,09/19/2018,A30242,DASO TRADING INC.,12.0,0.0,12.0,48.0,48.0,8,2018
186,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,08/29/2018,08/29/2018,A30288,SUPREME BEAUTY SUPPLY,2.0,0.0,2.0,8.0,8.0,8,2018
187,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,08/30/2018,09/29/2018,A30292,HAIR DEPOT PLUS(WARREN),24.0,0.0,24.0,96.0,96.0,8,2018
188,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,08/31/2018,09/30/2018,A30298,DASO TRADING INC.,16.0,0.0,16.0,64.0,64.0,8,2018
189,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,09/04/2018,10/04/2018,A30305,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,96.0,96.0,9,2018
190,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,09/06/2018,10/06/2018,A30319,HAIR DEPOT PLUS(WARREN),2.0,0.0,2.0,8.0,8.0,9,2018
191,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,09/13/2018,11/12/2018,A30348,MISSION TRADING,6.0,0.0,6.0,24.0,24.0,9,2018
192,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,09/19/2018,11/18/2018,A30367,YOUNG'S TRADING (GA),6.0,0.0,6.0,24.0,24.0,9,2018
193,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,09/24/2018,10/24/2018,A30401,DASO TRADING INC.,20.0,0.0,20.0,80.0,80.0,9,2018
194,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,10/01/2018,10/31/2018,A30420,EVERGREEN BEAUTY,1.0,0.0,1.0,5.5,5.5,10,2018
195,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,10/01/2018,10/31/2018,A30426,7 DOLLAR BEAUTY SUPPLY,48.0,0.0,48.0,192.0,192.0,10,2018
196,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,10/02/2018,12/01/2018,A30433,YOUNG'S TRADING (GA),6.0,0.0,6.0,24.0,24.0,10,2018
197,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,10/05/2018,11/04/2018,A30449,MISSION TRADING,6.0,0.0,6.0,24.0,24.0,10,2018
198,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,10/17/2018,11/16/2018,A30512,DASO TRADING INC.,12.0,6.0,6.0,48.0,24.0,10,2018
199,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,10/24/2018,11/23/2018,A30540,7 DOLLAR BEAUTY SUPPLY,48.0,0.0,48.0,192.0,192.0,10,2018
200,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,10/29/2018,11/28/2018,A30551,US IMPORT,6.0,0.0,6.0,24.0,24.0,10,2018
201,K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),Sales Order,11/14/2018,12/14/2018,A30652,7 DOLLAR BEAUTY SUPPLY,48.0,24.0,24.0,192.0,96.0,11,2018
202,K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30145,"TEN TEN US TRADING, CORP.",12.0,0.0,12.0,48.0,48.0,8,2018
203,K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30150,7 DOLLAR BEAUTY SUPPLY,24.0,22.0,2.0,96.0,8.0,8,2018
204,K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30151,HAIR DEPOT PLUS(WARREN),2.0,0.0,2.0,8.0,8.0,8,2018
205,K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),Sales Order,08/06/2018,09/05/2018,A30154,KINGS BEAUTY SUPPLY (MAULDIN SC),2.0,0.0,2.0,11.0,11.0,8,2018
206,K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),Sales Order,08/07/2018,08/07/2018,A30173,ESSENCE BEAUTY DEPOT,1.0,0.0,1.0,5.5,5.5,8,2018
207,K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),Sales Order,08/10/2018,09/09/2018,A30191,"TEN TEN US TRADING, CORP.",12.0,0.0,12.0,48.0,48.0,8,2018
208,K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),Sales Order,08/10/2018,10/09/2018,A30197,"PK INTERNATIONAL, INC.",24.0,0.0,24.0,96.0,96.0,8,2018
209,K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),Sales Order,08/15/2018,10/14/2018,A30214,YOUNG'S TRADING (GA),6.0,0.0,6.0,24.0,24.0,8,2018
210,K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),Sales Order,08/17/2018,08/17/2018,A30228,TRENDZ BEAUTY SUPPLY,2.0,0.0,2.0,11.0,11.0,8,2018
211,K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),Sales Order,08/17/2018,09/16/2018,A30233,"UNION SALES, INC.",24.0,0.0,24.0,96.0,96.0,8,2018
212,K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),Sales Order,08/17/2018,09/16/2018,A30237,HAIR DEPOT PLUS(WARREN),2.0,0.0,2.0,8.0,8.0,8,2018
213,K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),Sales Order,08/22/2018,10/21/2018,A30255,YOUNG'S TRADING (GA),6.0,0.0,6.0,24.0,24.0,8,2018
214,K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),Sales Order,08/23/2018,09/22/2018,A30264,"TEN TEN US TRADING, CORP.",6.0,0.0,6.0,24.0,24.0,8,2018
215,K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),Sales Order,08/29/2018,10/28/2018,A30286,YOUNG'S TRADING (GA),6.0,0.0,6.0,24.0,24.0,8,2018
216,K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),Sales Order,09/04/2018,11/03/2018,A30307,YOUNG'S TRADING (GA),6.0,0.0,6.0,24.0,24.0,9,2018
217,K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),Sales Order,09/07/2018,10/07/2018,A30322,"UNION SALES, INC.",24.0,0.0,24.0,96.0,96.0,9,2018
218,K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),Sales Order,09/11/2018,11/10/2018,A30340,YOUNG'S TRADING (GA),12.0,0.0,12.0,48.0,48.0,9,2018
219,K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),Sales Order,09/17/2018,10/17/2018,A30356,"UNION SALES, INC.",24.0,0.0,24.0,96.0,96.0,9,2018
220,K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),Sales Order,09/17/2018,10/17/2018,A30360,HAIR DEPOT PLUS(YOUNGSTOWN),1.0,0.0,1.0,4.0,4.0,9,2018
