,Inventory,Type,Date,Due Date,Num,Name,Qty,Invoiced,Backordered,Amount,Open Balance,Month,Year
14419,V3431 (STYLING CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/10/2020,08/09/2020,A33776,YOUNG'S TRADING (GA),4.0,0.0,4.0,12.0,12.0,6,2020
14420,V3431 (STYLING CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/10/2020,07/10/2020,A33784,DASO TRADING INC.,12.0,0.0,12.0,36.0,36.0,6,2020
14421,V3431 (STYLING CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/11/2020,07/11/2020,A33791,"BEAUTY DEPOT (JACKSON, MS)",6.0,0.0,6.0,24.0,24.0,6,2020
14422,V3431 (STYLING CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/12/2020,06/12/2020,A33803,MAHOGANY SALON AND SPA,24.0,0.0,24.0,168.0,168.0,6,2020
14423,V3431 (STYLING CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/15/2020,07/15/2020,A33821,TNT BEAUTY SUPPLY,6.0,0.0,6.0,18.0,18.0,6,2020
14424,V3431 (STYLING CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/15/2020,07/15/2020,A33823,C&L TRADING OF MIAMI,144.0,0.0,144.0,432.0,432.0,6,2020
14425,V3431 (STYLING CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/16/2020,06/16/2020,A33831,ICON BEAUTY,12.0,0.0,12.0,48.0,48.0,6,2020
14426,V3431 (STYLING CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/16/2020,08/15/2020,A33842,"PK INTERNATIONAL, INC.",48.0,0.0,48.0,144.0,144.0,6,2020
14427,V3431 (STYLING CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/17/2020,07/17/2020,A33833,"UNION SALES, INC.",384.0,0.0,384.0,1152.0,1152.0,6,2020
14428,V3431 (STYLING CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/17/2020,08/16/2020,A33835,YOUNG'S TRADING (GA),4.0,0.0,4.0,12.0,12.0,6,2020
14429,V3431 (STYLING CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/19/2020,07/19/2020,A33853,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,72.0,72.0,6,2020
14430,V3431 (STYLING CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/22/2020,08/21/2020,A33859,"WURI, INC.",12.0,0.0,12.0,36.0,36.0,6,2020
14431,V3431 (STYLING CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/22/2020,07/22/2020,A33865,DT TRADING,36.0,0.0,36.0,108.0,108.0,6,2020
14432,V3431 (STYLING CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/24/2020,08/23/2020,A33873,YOUNG'S TRADING (GA),6.0,0.0,6.0,18.0,18.0,6,2020
14433,V3431 (STYLING CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/29/2020,08/28/2020,A33894,"WURI, INC.",12.0,0.0,12.0,36.0,36.0,6,2020
14434,V3431 (STYLING CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/30/2020,07/30/2020,A33904,EXPO TRADING,12.0,0.0,12.0,36.0,36.0,6,2020
14435,V3432 (STYLING CAPE : WHITE (PC/48PCS/96PCS)),Sales Order,06/17/2020,07/17/2020,A33833,"UNION SALES, INC.",36.0,0.0,36.0,108.0,108.0,6,2020
14436,V3432 (STYLING CAPE : WHITE (PC/48PCS/96PCS)),Sales Order,06/22/2020,07/22/2020,A33865,DT TRADING,36.0,35.0,1.0,108.0,3.0,6,2020
14437,V3432 (STYLING CAPE : WHITE (PC/48PCS/96PCS)),Sales Order,06/25/2020,06/25/2020,A33885,SHEKINA IMPORT & EXPORT,5.0,0.0,5.0,15.0,15.0,6,2020
14438,V3433 (STYLING CAPE : BGD (PC/48PCS/96PCS)),Sales Order,03/16/2020,05/15/2020,A33260,SUN 3 TRADING LLC.,6.0,0.0,6.0,18.0,18.0,3,2020
14439,V3433 (STYLING CAPE : BGD (PC/48PCS/96PCS)),Sales Order,05/01/2020,06/30/2020,A33519,SUN 3 TRADING LLC.,6.0,0.0,6.0,18.0,18.0,5,2020
14440,V3433 (STYLING CAPE : BGD (PC/48PCS/96PCS)),Sales Order,05/07/2020,07/06/2020,A33550,"WURI, INC.",6.0,0.0,6.0,18.0,18.0,5,2020
14441,V3433 (STYLING CAPE : BGD (PC/48PCS/96PCS)),Sales Order,05/15/2020,07/14/2020,A33629,"WURI, INC.",6.0,0.0,6.0,18.0,18.0,5,2020
14442,V3433 (STYLING CAPE : BGD (PC/48PCS/96PCS)),Sales Order,06/01/2020,07/31/2020,A33730,SUN 3 TRADING LLC.,6.0,0.0,6.0,18.0,18.0,6,2020
14443,V3433 (STYLING CAPE : BGD (PC/48PCS/96PCS)),Sales Order,06/15/2020,07/15/2020,A33821,TNT BEAUTY SUPPLY,6.0,0.0,6.0,18.0,18.0,6,2020
14444,V3433 (STYLING CAPE : BGD (PC/48PCS/96PCS)),Sales Order,06/16/2020,08/15/2020,A33842,"PK INTERNATIONAL, INC.",48.0,0.0,48.0,144.0,144.0,6,2020
14445,V3433 (STYLING CAPE : BGD (PC/48PCS/96PCS)),Sales Order,06/16/2020,08/15/2020,A33843,PKNY INTERNATIONAL INC.,48.0,0.0,48.0,144.0,144.0,6,2020
14446,V3433 (STYLING CAPE : BGD (PC/48PCS/96PCS)),Sales Order,06/19/2020,07/19/2020,A33853,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,72.0,72.0,6,2020
14447,V3436 (COMB-OUT CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,01/18/2018,02/17/2018,A29130,C&L TRADING OF MIAMI,6.0,0.0,6.0,12.0,12.0,1,2018
14448,V3436 (COMB-OUT CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,07/20/2018,09/18/2018,A30113,"WURI, INC.",6.0,0.0,6.0,12.0,12.0,7,2018
14449,V3436 (COMB-OUT CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,11/28/2018,12/28/2018,A30720,C&L TRADING OF MIAMI,24.0,0.0,24.0,48.0,48.0,11,2018
14450,V3436 (COMB-OUT CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,11/30/2018,01/29/2019,A30734,"WURI, INC.",6.0,5.0,1.0,12.0,2.0,11,2018
14451,V3436 (COMB-OUT CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,12/06/2018,01/05/2019,A30762,C&L TRADING OF MIAMI,24.0,0.0,24.0,48.0,48.0,12,2018
14452,V3436 (COMB-OUT CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,01/14/2019,02/13/2019,A30981,C&L TRADING OF MIAMI,24.0,18.0,6.0,48.0,12.0,1,2019
14453,V3436 (COMB-OUT CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,01/25/2019,03/26/2019,A31048,"WURI, INC.",6.0,0.0,6.0,12.0,12.0,1,2019
14454,V3436 (COMB-OUT CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,01/28/2019,01/28/2019,A31065,LATONYA TALIFERRO,4.0,0.0,4.0,20.0,20.0,1,2019
14455,V3436 (COMB-OUT CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,02/18/2019,03/05/2019,A31197,BYESSENCE BEAUTY(J&D ENT.),1.0,0.0,1.0,2.0,2.0,2,2019
14456,V3436 (COMB-OUT CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,03/04/2019,05/03/2019,A31284,"WURI, INC.",12.0,0.0,12.0,24.0,24.0,3,2019
14457,V3436 (COMB-OUT CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,04/25/2019,05/25/2019,A31592,C&L TRADING OF MIAMI,24.0,0.0,24.0,48.0,48.0,4,2019
14458,V3436 (COMB-OUT CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/03/2019,06/02/2019,A31650,C&L TRADING OF MIAMI,24.0,0.0,24.0,48.0,48.0,5,2019
14459,V3436 (COMB-OUT CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/09/2019,06/08/2019,A31671,C&L TRADING OF MIAMI,24.0,0.0,24.0,48.0,48.0,5,2019
14460,V3436 (COMB-OUT CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/12/2020,06/12/2020,A33798,CASA CESAR N.V.,36.0,0.0,36.0,72.0,72.0,6,2020
14461,V3436 (COMB-OUT CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/15/2020,07/15/2020,A33823,C&L TRADING OF MIAMI,96.0,40.0,56.0,192.0,112.0,6,2020
14462,V3436 (COMB-OUT CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/22/2020,08/21/2020,A33859,"WURI, INC.",12.0,0.0,12.0,24.0,24.0,6,2020
14463,V3436 (COMB-OUT CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/29/2020,08/28/2020,A33894,"WURI, INC.",12.0,0.0,12.0,24.0,24.0,6,2020
14464,V3436 (COMB-OUT CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/29/2020,07/29/2020,A33897,C&L TRADING OF MIAMI,96.0,0.0,96.0,192.0,192.0,6,2020
14465,V3436 (COMB-OUT CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/30/2020,07/30/2020,A33904,EXPO TRADING,12.0,0.0,12.0,24.0,24.0,6,2020
14466,V3437 (COMB-OUT CAPE : WHITE (PC/48PCS/96PCS)),Sales Order,03/11/2020,04/10/2020,A33236,EVERGREEN BEAUTY,3.0,0.0,3.0,7.5,7.5,3,2020
14467,V3437 (COMB-OUT CAPE : WHITE (PC/48PCS/96PCS)),Sales Order,05/15/2020,07/14/2020,A33629,"WURI, INC.",6.0,0.0,6.0,12.0,12.0,5,2020
14468,V3438 (COMB-OUT CAPE : BGD (PC/48PCS/96PCS)),Sales Order,10/16/2018,12/15/2018,A30504,SUN 3 TRADING LLC.,3.0,0.0,3.0,6.0,6.0,10,2018
14469,V3438 (COMB-OUT CAPE : BGD (PC/48PCS/96PCS)),Sales Order,03/11/2020,04/10/2020,A33236,EVERGREEN BEAUTY,3.0,0.0,3.0,7.5,7.5,3,2020
14470,V3438 (COMB-OUT CAPE : BGD (PC/48PCS/96PCS)),Sales Order,06/16/2020,06/16/2020,A33831,ICON BEAUTY,12.0,0.0,12.0,30.0,30.0,6,2020
14471,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,04/25/2018,04/25/2018,A29681,"PK INTERNATIONAL, INC.",100.0,0.0,100.0,400.0,400.0,4,2018
14472,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,04/27/2018,06/26/2018,A29699,"WURI, INC.",12.0,10.0,2.0,48.0,8.0,4,2018
14473,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/07/2018,06/06/2018,A29736,US IMPORT,6.0,0.0,6.0,24.0,24.0,5,2018
14474,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/10/2018,05/10/2018,A29755,EBS IMPORT&WHOLESALE (GA),3.0,0.0,3.0,12.0,12.0,5,2018
14475,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/11/2018,06/10/2018,A29760,7 DOLLAR BEAUTY SUPPLY,12.0,0.0,12.0,48.0,48.0,5,2018
14476,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/14/2018,06/13/2018,A29770,7 DOLLAR BEAUTY SUPPLY,12.0,0.0,12.0,48.0,48.0,5,2018
14477,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/15/2018,06/14/2018,A29780,BEAUTY WORLD SUPPLY (DURHAM)NC7,5.0,0.0,5.0,27.5,27.5,5,2018
14478,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/15/2018,06/14/2018,A29783,US IMPORT,6.0,0.0,6.0,24.0,24.0,5,2018
14479,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/21/2018,06/20/2018,A29810,"TEN TEN US TRADING, CORP.",12.0,0.0,12.0,48.0,48.0,5,2018
14480,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/21/2018,06/20/2018,A29811,PAUL'S BEAUTY WHOLESALE,36.0,0.0,36.0,144.0,144.0,5,2018
14481,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/21/2018,06/20/2018,A29823,C&L TRADING OF MIAMI,96.0,0.0,96.0,384.0,384.0,5,2018
14482,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/21/2018,06/20/2018,A29825,C&L TRADING OF MIAMI,24.0,0.0,24.0,96.0,96.0,5,2018
14483,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/21/2018,06/20/2018,A29809,"UNION SALES, INC.",96.0,0.0,96.0,384.0,384.0,5,2018
14484,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/22/2018,06/21/2018,A29828,"A-1 TRADING, INC. (GA)",12.0,0.0,12.0,48.0,48.0,5,2018
14485,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/24/2018,06/23/2018,A29854,DASO TRADING INC.,12.0,0.0,12.0,48.0,48.0,5,2018
14486,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/29/2018,07/28/2018,A29863,"WURI, INC.",12.0,0.0,12.0,48.0,48.0,5,2018
14487,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/29/2018,06/28/2018,A29867,"UNION SALES, INC.",96.0,0.0,96.0,384.0,384.0,5,2018
14488,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/30/2018,06/29/2018,A29869,"A-1 TRADING, INC. (GA)",12.0,0.0,12.0,48.0,48.0,5,2018
14489,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/04/2018,08/03/2018,A29876,"WURI, INC.",12.0,0.0,12.0,48.0,48.0,6,2018
14490,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/04/2018,07/04/2018,A29878,C&L TRADING OF MIAMI,96.0,0.0,96.0,384.0,384.0,6,2018
14491,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/04/2018,07/04/2018,A29880,US IMPORT,6.0,0.0,6.0,24.0,24.0,6,2018
14492,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/11/2018,07/11/2018,A29913,"UNION SALES, INC.",480.0,200.0,280.0,1920.0,1120.0,6,2018
14493,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/25/2018,08/24/2018,A29989,"PK INTERNATIONAL, INC.",96.0,0.0,96.0,384.0,384.0,6,2018
14494,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/26/2018,07/26/2018,A29997,C&L TRADING OF MIAMI,24.0,12.0,12.0,96.0,48.0,6,2018
14495,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/28/2018,07/28/2018,A30005,C&L TRADING OF MIAMI,96.0,0.0,96.0,384.0,384.0,6,2018
14496,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,07/03/2018,08/02/2018,A30028,"A-1 TRADING, INC. (GA)",6.0,0.0,6.0,24.0,24.0,7,2018
14497,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,07/06/2018,08/05/2018,A30043,PAUL'S BEAUTY WHOLESALE,72.0,0.0,72.0,288.0,288.0,7,2018
14498,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,07/06/2018,09/04/2018,A30046,"WURI, INC.",12.0,0.0,12.0,48.0,48.0,7,2018
14499,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,07/11/2018,08/10/2018,A30061,"A-1 TRADING, INC. (GA)",12.0,0.0,12.0,48.0,48.0,7,2018
14500,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,03/04/2019,05/03/2019,A31284,"WURI, INC.",12.0,0.0,12.0,48.0,48.0,3,2019
14501,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/15/2020,06/14/2020,A33627,C&L TRADING OF MIAMI,96.0,0.0,96.0,384.0,384.0,5,2020
14502,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/15/2020,06/14/2020,A33630,C&L TRADING OF MIAMI,48.0,24.0,24.0,192.0,96.0,5,2020
14503,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/20/2020,06/19/2020,A33653,"A-1 TRADING, INC. (GA)",12.0,0.0,12.0,48.0,48.0,5,2020
14504,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/20/2020,07/19/2020,A33657,YOUNG'S TRADING (GA),24.0,0.0,24.0,96.0,96.0,5,2020
14505,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/27/2020,06/26/2020,A33700,"A-1 TRADING, INC. (GA)",18.0,0.0,18.0,72.0,72.0,5,2020
14506,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/27/2020,06/26/2020,A33706,US IMPORT,48.0,0.0,48.0,192.0,192.0,5,2020
14507,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/29/2020,06/28/2020,A33722,EVERGREEN BEAUTY,3.0,0.0,3.0,16.5,16.5,5,2020
14508,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/01/2020,07/31/2020,A33730,SUN 3 TRADING LLC.,6.0,0.0,6.0,24.0,24.0,6,2020
14509,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/02/2020,08/01/2020,A33738,CY LADY (GA),6.0,0.0,6.0,24.0,24.0,6,2020
14510,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/02/2020,08/01/2020,A33740,YOUNG'S TRADING (GA),6.0,0.0,6.0,24.0,24.0,6,2020
14511,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/03/2020,07/03/2020,A33741,"A-1 TRADING, INC. (GA)",18.0,0.0,18.0,72.0,72.0,6,2020
14512,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/03/2020,08/02/2020,A33747,SUN 3 TRADING LLC.,18.0,0.0,18.0,72.0,72.0,6,2020
14513,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/04/2020,07/04/2020,A33753,US IMPORT,48.0,0.0,48.0,192.0,192.0,6,2020
14514,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/08/2020,07/08/2020,A33766,C&L TRADING OF MIAMI,96.0,0.0,96.0,384.0,384.0,6,2020
14515,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/08/2020,07/08/2020,A33767,"TEN TEN US TRADING, CORP.",24.0,0.0,24.0,96.0,96.0,6,2020
14516,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/08/2020,07/08/2020,A33768,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,96.0,96.0,6,2020
14517,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/08/2020,07/08/2020,A33769,EMPRESS BEAUTY DISTRIBUTORS,12.0,0.0,12.0,48.0,48.0,6,2020
14518,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/10/2020,08/09/2020,A33776,YOUNG'S TRADING (GA),6.0,0.0,6.0,24.0,24.0,6,2020
14519,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/10/2020,07/10/2020,A33777,"A-1 TRADING, INC. (GA)",12.0,0.0,12.0,48.0,48.0,6,2020
14520,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/10/2020,07/10/2020,A33780,US IMPORT,48.0,0.0,48.0,192.0,192.0,6,2020
14521,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/10/2020,07/10/2020,A33784,DASO TRADING INC.,12.0,0.0,12.0,48.0,48.0,6,2020
14522,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/11/2020,07/11/2020,A33791,"BEAUTY DEPOT (JACKSON, MS)",6.0,0.0,6.0,33.0,33.0,6,2020
14523,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/12/2020,06/12/2020,A33798,CASA CESAR N.V.,36.0,0.0,36.0,144.0,144.0,6,2020
14524,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/12/2020,06/12/2020,A33802,CASA CESAR N.V.,36.0,0.0,36.0,144.0,144.0,6,2020
14525,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/15/2020,07/15/2020,A33821,TNT BEAUTY SUPPLY,12.0,0.0,12.0,48.0,48.0,6,2020
14526,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/15/2020,07/15/2020,A33823,C&L TRADING OF MIAMI,192.0,0.0,192.0,768.0,768.0,6,2020
14527,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/16/2020,06/16/2020,A33831,ICON BEAUTY,12.0,0.0,12.0,66.0,66.0,6,2020
14528,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/16/2020,08/15/2020,A33842,"PK INTERNATIONAL, INC.",100.0,0.0,100.0,400.0,400.0,6,2020
14529,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/16/2020,08/15/2020,A33843,PKNY INTERNATIONAL INC.,100.0,0.0,100.0,400.0,400.0,6,2020
14530,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/17/2020,07/17/2020,A33833,"UNION SALES, INC.",384.0,0.0,384.0,1536.0,1536.0,6,2020
14531,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/17/2020,08/16/2020,A33835,YOUNG'S TRADING (GA),24.0,0.0,24.0,96.0,96.0,6,2020
14532,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/17/2020,07/17/2020,A33836,"A-1 TRADING, INC. (GA)",12.0,0.0,12.0,48.0,48.0,6,2020
14533,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/17/2020,07/17/2020,A33837,US IMPORT,48.0,0.0,48.0,192.0,192.0,6,2020
14534,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/19/2020,07/19/2020,A33853,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,96.0,96.0,6,2020
14535,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/22/2020,07/22/2020,A33858,DASO TRADING INC.,24.0,0.0,24.0,96.0,96.0,6,2020
14536,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/22/2020,08/21/2020,A33859,"WURI, INC.",12.0,0.0,12.0,48.0,48.0,6,2020
14537,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/22/2020,07/22/2020,A33865,DT TRADING,36.0,0.0,36.0,144.0,144.0,6,2020
14538,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/22/2020,07/22/2020,A33866,LEE BEAUTY SUPPLY,6.0,0.0,6.0,33.0,33.0,6,2020
14539,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/24/2020,08/23/2020,A33873,YOUNG'S TRADING (GA),12.0,0.0,12.0,48.0,48.0,6,2020
14540,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/24/2020,07/24/2020,A33877,"A-1 TRADING, INC. (GA)",12.0,0.0,12.0,48.0,48.0,6,2020
14541,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/29/2020,08/28/2020,A33894,"WURI, INC.",12.0,0.0,12.0,48.0,48.0,6,2020
14542,V3441 (BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/30/2020,07/30/2020,A33904,EXPO TRADING,12.0,0.0,12.0,48.0,48.0,6,2020
14543,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,02/01/2018,03/03/2018,A29197,C&L TRADING OF MIAMI,96.0,24.0,72.0,384.0,288.0,2,2018
14544,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,02/05/2018,03/07/2018,A29210,7 DOLLAR BEAUTY SUPPLY,12.0,10.0,2.0,48.0,8.0,2,2018
14545,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,02/28/2018,03/30/2018,A29348,7 DOLLAR BEAUTY SUPPLY,12.0,0.0,12.0,48.0,48.0,2,2018
14546,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,03/07/2018,05/06/2018,A29396,YOUNG'S TRADING (GA),36.0,0.0,36.0,144.0,144.0,3,2018
14547,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,03/12/2018,04/11/2018,A29421,"A-1 TRADING, INC. (GA)",6.0,0.0,6.0,24.0,24.0,3,2018
14548,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,04/24/2018,05/24/2018,A29676,EMPRESS BEAUTY DISTRIBUTORS,12.0,0.0,12.0,48.0,48.0,4,2018
14549,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,04/25/2018,04/25/2018,A29681,"PK INTERNATIONAL, INC.",36.0,0.0,36.0,144.0,144.0,4,2018
14550,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,04/27/2018,06/26/2018,A29699,"WURI, INC.",12.0,0.0,12.0,48.0,48.0,4,2018
14551,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,05/15/2018,06/14/2018,A29780,BEAUTY WORLD SUPPLY (DURHAM)NC7,5.0,2.0,3.0,27.5,16.5,5,2018
14552,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,05/21/2018,06/20/2018,A29811,PAUL'S BEAUTY WHOLESALE,24.0,0.0,24.0,96.0,96.0,5,2018
14553,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,05/21/2018,06/20/2018,A29825,C&L TRADING OF MIAMI,24.0,0.0,24.0,96.0,96.0,5,2018
14554,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,05/29/2018,07/28/2018,A29863,"WURI, INC.",12.0,0.0,12.0,48.0,48.0,5,2018
14555,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,08/07/2018,09/06/2018,A30169,C&L TRADING OF MIAMI,20.0,16.0,4.0,80.0,16.0,8,2018
14556,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,08/16/2018,09/15/2018,A30225,US TRADING (NC),24.0,0.0,24.0,96.0,96.0,8,2018
14557,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,08/22/2018,09/21/2018,A30253,"A-1 TRADING, INC. (GA)",6.0,0.0,6.0,24.0,24.0,8,2018
14558,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,08/29/2018,10/28/2018,A30286,YOUNG'S TRADING (GA),6.0,0.0,6.0,24.0,24.0,8,2018
