,"Type","Date","Due Date","Num","Name","Qty","Invoiced","Backordered","Amount","Open Balance"
"Inventory",,,,,,,,,,
"E1083 (ADHESIVE-STRIP LASH/CLEAR (7G))",,,,,,,,,,
,"Sales Order","11/13/2018","11/28/2018","A30641","2J GROUP, INC.","","",1,0.00,""
,"Sales Order","11/13/2018","12/13/2018","A30642","DASO TRADING INC.","","",1,0.00,""
,"Sales Order","11/13/2018","11/28/2018","A30644","SUPER BEAUTY WORLD","","",1,0.00,""
,"Sales Order","11/13/2018","12/13/2018","A30645","SMILEY'S BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","11/14/2018","12/14/2018","A30646","A-1 TRADING, INC. (GA)","","",1,0.00,""
,"Sales Order","11/14/2018","11/29/2018","A30647","BELLA PANDORA GLOBAL, INC.","","",1,0.00,""
,"Sales Order","11/14/2018","11/14/2018","A30649","HAIR PLUS","","",1,0.00,""
,"Sales Order","11/14/2018","01/13/2019","A30648","YOUNG'S TRADING (GA)","","",1,0.00,""
,"Sales Order","11/14/2018","12/14/2018","A30652","7 DOLLAR BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","11/14/2018","12/14/2018","A30653","NOAH INTERNATIONAL CO.","","",1,0.00,""
,"Sales Order","11/15/2018","12/15/2018","A30654","PRIME CK","","",1,0.00,""
,"Sales Order","11/15/2018","12/15/2018","A30655","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","11/15/2018","11/30/2018","A30658","BEAUTY MART 1 (BEAUTY STORE)","","",1,0.00,""
,"Sales Order","11/15/2018","12/15/2018","A30659","BEAUTY MARK (TUSCALOOSA, AL)","","",1,0.00,""
,"Sales Order","11/19/2018","11/19/2018","A30678","JUST INCREDIBLE HAIR INC.(CANADA)","","",1,0.00,""
,"Sales Order","11/20/2018","12/20/2018","A30684","DASO TRADING INC.","","",1,0.00,""
,"Sales Order","11/26/2018","12/26/2018","A30698","FASHION POINT(10/21/19 close notice)","","",1,0.00,""
,"Sales Order","11/26/2018","12/26/2018","A30701","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","11/26/2018","12/26/2018","A30702","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","11/27/2018","11/27/2018","A30716","SUPREME BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","11/28/2018","12/28/2018","A30720","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","11/28/2018","01/27/2019","A30723","ALICIA INTERNATIONAL, INC.","","",1,0.00,""
,"Sales Order","11/30/2018","12/30/2018","A30732","UNION SALES, INC.","","",1,0.00,""
,"Sales Order","12/03/2018","01/02/2019","A30738","7 DOLLAR BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","12/03/2018","12/03/2018","A30744","HAIR CROWN BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","12/05/2018","01/04/2019","A30749","NOAH INTERNATIONAL CO.","","",1,0.00,""
,"Sales Order","12/05/2018","01/04/2019","A30750","UNION SALES, INC.","","",1,0.00,""
,"Sales Order","12/05/2018","02/03/2019","A30752","ALICIA INTERNATIONAL, INC.","","",1,0.00,""
,"Sales Order","12/05/2018","01/04/2019","A30753","MISSION TRADING","","",1,0.00,""
,"Sales Order","12/05/2018","01/04/2019","A30754","DASO TRADING INC.","","",1,0.00,""
,"Sales Order","12/06/2018","01/05/2019","A30758","NOAH INTERNATIONAL CO.","","",1,0.00,""
,"Sales Order","12/06/2018","12/06/2018","A30759","LUCKY TRADING, INC.","","",1,0.00,""
,"Sales Order","12/06/2018","01/05/2019","A30762","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","12/07/2018","01/06/2019","A30765","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","12/07/2018","12/07/2018","A30766","BENNETT BEAUTY&BARBER SUPPLY","","",1,0.00,""
,"Sales Order","12/07/2018","01/06/2019","A30767","HAIR DEPOT PLUS(COLUMBUS)","","",1,0.00,""
,"Sales Order","12/07/2018","01/06/2019","A30769","ESSENCE BEAUTY MART","","",1,0.00,""
,"Sales Order","12/07/2018","01/06/2019","A30780","TEN TEN US TRADING, CORP.","","",1,0.00,""
,"Sales Order","12/10/2018","01/09/2019","A30781","OK BEAUTY & FASHION (AMERICUS, GA)","","",1,0.00,""
,"Sales Order","12/11/2018","02/09/2019","A30786","PK INTERNATIONAL, INC.","","",1,0.00,""
,"Sales Order","12/11/2018","12/26/2018","A30790","BEAUTY GALLERY","","",1,0.00,""
,"Sales Order","12/11/2018","01/10/2019","A30792","D&G TRADING","","",1,0.00,""
,"Sales Order","12/12/2018","01/11/2019","A30796","HAIR PLUS","","",1,0.00,""
,"Sales Order","12/13/2018","01/12/2019","A30802","BEAUTY DEPOT (JACKSON, MS)","","",1,0.00,""
,"Sales Order","12/17/2018","01/01/2019","A30816","BEAUTY SQUAD","","",1,0.00,""
,"Sales Order","12/17/2018","01/01/2019","A30817","CORNER BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","12/17/2018","01/16/2019","A30821","JOAH INTERNATIONAL, INC.","","",1,0.00,""
,"Sales Order","12/17/2018","01/16/2019","A30828","KING J FASHION & BEAUTY","","",1,0.00,""
,"Sales Order","12/17/2018","02/15/2019","A30830","ALICIA INTERNATIONAL, INC.","","",1,0.00,""
,"Sales Order","12/18/2018","01/17/2019","A30832","HAIR DEPOT PLUS(YOUNGSTOWN)","","",1,0.00,""
,"Sales Order","12/19/2018","12/19/2018","A30848","P&J TRADING (MI)","","",1,0.00,""
,"Sales Order","12/19/2018","12/19/2018","A30852","STAR BEAUTY (KS)","","",1,0.00,""
,"Sales Order","12/21/2018","12/21/2018","A30865","HAIR LAND, INC. (KLY GROUP)","","",1,0.00,""
,"Sales Order","12/27/2018","02/25/2019","A30884","ALICIA INTERNATIONAL, INC.","","",1,0.00,""
,"Sales Order","12/27/2018","01/26/2019","A30887","HAIR DEPOT PLUS(COLUMBUS)","","",1,0.00,""
,"Sales Order","12/28/2018","01/27/2019","A30888","HAIR DEPOT PLUS(COLUMBUS)","","",1,0.00,""
,"Sales Order","12/28/2018","01/27/2019","A30891","7 DOLLAR BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","12/28/2018","01/27/2019","A30892","TEN TEN US TRADING, CORP.","","",1,0.00,""
,"Sales Order","01/02/2019","01/02/2019","A30902","STAR BEAUTY (KS)","","",1,0.00,""
,"Sales Order","01/02/2019","02/01/2019","A30905","NOAH INTERNATIONAL CO.","","",1,0.00,""
,"Sales Order","01/02/2019","02/01/2019","A30906","MISSION TRADING","","",1,0.00,""
,"Sales Order","01/02/2019","01/17/2019","A30907","A.S.K. BEAUTY","","",1,0.00,""
,"Sales Order","01/02/2019","02/01/2019","A30908","UNION SALES, INC.","","",1,0.00,""
,"Sales Order","01/02/2019","02/01/2019","A30912","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","01/02/2019","02/01/2019","A30913","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","01/03/2019","01/03/2019","A30916","ESSENCE BEAUTY DEPOT","","",1,0.00,""
,"Sales Order","01/04/2019","01/19/2019","A30920","UBS","","",1,0.00,""
,"Sales Order","01/07/2019","03/08/2019","A30931","ALICIA INTERNATIONAL, INC.","","",1,0.00,""
,"Sales Order","01/07/2019","02/06/2019","A30933","HAIR DEPOT PLUS(COLUMBUS)","","",1,0.00,""
,"Sales Order","01/07/2019","02/06/2019","A30935","JC BEAUTY & FASHION","","",1,0.00,""
,"Sales Order","01/07/2019","01/07/2019","A30936","STAR BEAUTY (KS)","","",1,0.00,""
,"Sales Order","01/08/2019","02/07/2019","A30941","HAIR PLUS","","",1,0.00,""
,"Sales Order","01/08/2019","02/07/2019","A30942","KING J FASHION & BEAUTY","","",1,0.00,""
,"Sales Order","01/08/2019","01/08/2019","A30944","HAIR CROWN BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","01/08/2019","02/07/2019","A30947","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","01/10/2019","02/09/2019","A30954","UNION SALES, INC.","","",1,0.00,""
,"Sales Order","01/10/2019","02/09/2019","A30957","D&G TRADING","","",1,0.00,""
,"Sales Order","01/10/2019","02/09/2019","A30959","NOAH INTERNATIONAL CO.","","",1,0.00,""
,"Sales Order","01/10/2019","02/09/2019","A30960","OH TRADING","","",1,0.00,""
,"Sales Order","01/11/2019","03/12/2019","A30967","ALICIA INTERNATIONAL, INC.","","",1,0.00,""
,"Sales Order","01/14/2019","02/13/2019","A30968","TEN TEN US TRADING, CORP.","","",1,0.00,""
,"Sales Order","01/14/2019","03/15/2019","A30969","WURI, INC.","","",1,0.00,""
,"Sales Order","01/14/2019","02/13/2019","A30971","USA BEAUTY CARE, INC.","","",1,0.00,""
,"Sales Order","01/14/2019","02/13/2019","A30972","7 DOLLAR BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","01/14/2019","02/13/2019","A30974","US IMPORT","","",1,0.00,""
,"Sales Order","01/14/2019","03/15/2019","A30980","P&J TRADING (MD)","","",1,0.00,""
,"Sales Order","01/14/2019","02/13/2019","A30981","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","01/14/2019","02/13/2019","A30984","MISSION TRADING","","",1,0.00,""
,"Sales Order","01/14/2019","02/13/2019","A30985","DASO TRADING INC.","","",1,0.00,""
,"Sales Order","01/14/2019","01/14/2019","A30986","UNI FASHION TRADING","","",1,0.00,""
,"Sales Order","01/15/2019","02/14/2019","A30987","BEN'S (TX) BEAUTY SUPPLY DISTRIBUTOR INC.","","",1,0.00,""
,"Sales Order","01/15/2019","01/15/2019","A30988","NEWTOWN HAIR & BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","01/15/2019","02/14/2019","A30991","BEAUTY DEPOT (JACKSON, MS)","","",1,0.00,""
,"Sales Order","01/15/2019","02/14/2019","A30993","PGM SALES","","",1,0.00,""
,"Sales Order","01/16/2019","02/15/2019","A30994","A-1 TRADING, INC. (GA)","","",1,0.00,""
,"Sales Order","01/16/2019","02/15/2019","A30995","GOLDEN CROSS","","",1,0.00,""
,"Sales Order","01/16/2019","03/17/2019","A30996","YOUNG'S TRADING (GA)","","",1,0.00,""
,"Sales Order","01/16/2019","01/31/2019","A30997","2J GROUP, INC.","","",1,0.00,""
,"Sales Order","01/17/2019","03/18/2019","A31001","PK INTERNATIONAL, INC.","","",1,0.00,""
,"Sales Order","01/17/2019","03/18/2019","A31002","PKNY INTERNATIONAL INC.","","",1,0.00,""
,"Sales Order","01/23/2019","03/24/2019","A31028","ALICIA INTERNATIONAL, INC.","","",1,0.00,""
,"Sales Order","01/23/2019","02/22/2019","A31029","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","01/24/2019","02/23/2019","A31034","UNION SALES, INC.","","",1,0.00,""
,"Sales Order","01/24/2019","02/08/2019","A31037","BEAUTY GALLERY","","",1,0.00,""
,"Sales Order","01/24/2019","02/23/2019","A31038","WIGS & THINGS","","",1,0.00,""
,"Sales Order","01/24/2019","02/23/2019","A31039","ESSENCE BEAUTY MART","","",1,0.00,""
,"Sales Order","01/24/2019","02/23/2019","A31042","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","01/25/2019","02/24/2019","A31045","7 DOLLAR BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","01/25/2019","02/24/2019","A31052","NOAH INTERNATIONAL CO.","","",1,0.00,""
,"Sales Order","01/28/2019","02/12/2019","A31053","CORNER BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","01/28/2019","02/27/2019","A31067","DASO TRADING INC.","","",1,0.00,""
,"Sales Order","01/28/2019","02/27/2019","A31069","TEN TEN US TRADING, CORP.","","",1,0.00,""
,"Sales Order","01/29/2019","02/28/2019","A31072","ESSENCE BEAUTY MART","","",1,0.00,""
,"Sales Order","01/29/2019","02/28/2019","A31075","HAIR DEPOT PLUS(COLUMBUS)","","",1,0.00,""
,"Sales Order","01/31/2019","03/02/2019","A31086","UNION SALES, INC.","","",1,0.00,""
,"Sales Order","01/31/2019","03/02/2019","A31087","USA BEAUTY CARE, INC.","","",1,0.00,""
,"Sales Order","01/31/2019","03/02/2019","A31088","FASHION POINT(10/21/19 close notice)","","",1,0.00,""
,"Sales Order","01/31/2019","03/02/2019","A31089","MISSION TRADING","","",1,0.00,""
,"Sales Order","01/31/2019","03/02/2019","A31090","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","01/31/2019","02/15/2019","A31092","BELLA PANDORA GLOBAL, INC.","","",1,0.00,""
,"Sales Order","01/31/2019","03/02/2019","A31094","BEAUTY OF ANGELS","","",1,0.00,""
,"Sales Order","01/31/2019","04/01/2019","A31095","ALICIA INTERNATIONAL, INC.","","",1,0.00,""
,"Sales Order","01/31/2019","03/02/2019","A31096","SANDY'S HAIR CARE","","",1,0.00,""
,"Sales Order","01/31/2019","02/15/2019","A31098","A.S.K. BEAUTY","","",1,0.00,""
,"Sales Order","02/01/2019","03/03/2019","A31108","BEAUTY ELEMENTS","","",1,0.00,""
,"Sales Order","02/04/2019","03/06/2019","A31114","KING J FASHION & BEAUTY","","",1,0.00,""
,"Sales Order","02/04/2019","02/19/2019","A31120","BEAUTY SQUAD","","",1,0.00,""
,"Sales Order","02/04/2019","03/06/2019","A31121","TNT BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","02/05/2019","02/05/2019","A31128","HAIR CROWN BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","02/05/2019","03/07/2019","A31129","7 DOLLAR BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","02/06/2019","03/08/2019","A31131","OK BEAUTY & FASHION (AMERICUS, GA)","","",1,0.00,""
,"Sales Order","02/06/2019","03/08/2019","A31135","OK BEAUTY & FASHION (AMERICUS, GA)","","",1,0.00,""
,"Sales Order","02/08/2019","02/23/2019","A31149","SUNNY'S BEAUTY MART","","",1,0.00,""
,"Sales Order","02/08/2019","03/10/2019","A31152","LEE BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","02/11/2019","04/12/2019","A31155","ALICIA INTERNATIONAL, INC.","","",1,0.00,""
,"Sales Order","02/11/2019","03/13/2019","A31156","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","02/11/2019","03/13/2019","A31162","DASO TRADING INC.","","",1,0.00,""
,"Sales Order","02/12/2019","03/14/2019","A31163","MISSION TRADING","","",1,0.00,""
,"Sales Order","02/12/2019","03/14/2019","A31164","BEAUTY ELEMENTS","","",1,0.00,""
,"Sales Order","02/13/2019","02/28/2019","A31171","CORNER BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","02/13/2019","03/15/2019","A31173","DASO TRADING INC.","","",1,0.00,""
,"Sales Order","02/14/2019","03/16/2019","A31180","NOAH INTERNATIONAL CO.","","",1,0.00,""
,"Sales Order","02/14/2019","02/14/2019","A31181","NV J.H. ISSA","","",1,0.00,""
,"Sales Order","02/14/2019","03/16/2019","A31183","UNION SALES, INC.","","",1,0.00,""
,"Sales Order","02/15/2019","03/17/2019","A31186","BEAUTY DEPOT (JACKSON, MS)","","",1,0.00,""
,"Sales Order","02/19/2019","03/21/2019","A31205","LEE BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","02/22/2019","03/24/2019","A31228","PGM SALES","","",1,0.00,""
,"Sales Order","02/22/2019","03/24/2019","A31229","7 DOLLAR BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","02/22/2019","03/09/2019","A31230","A.S.K. BEAUTY","","",1,0.00,""
,"Sales Order","02/22/2019","03/24/2019","A31231","EXPO TRADING","","",1,0.00,""
,"Sales Order","02/22/2019","03/24/2019","A31232","BEN'S (TX) BEAUTY SUPPLY DISTRIBUTOR INC.","","",1,0.00,""
,"Sales Order","02/22/2019","03/24/2019","A31233","TEN TEN US TRADING, CORP.","","",1,0.00,""
,"Sales Order","02/25/2019","03/12/2019","A31240","CORNER BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","02/25/2019","03/27/2019","A31241","USA BEAUTY CARE, INC.","","",1,0.00,""
,"Sales Order","02/25/2019","03/12/2019","A31246","BEAUTY SQUAD","","",1,0.00,""
,"Sales Order","02/27/2019","03/29/2019","A31254","HAIR DEPOT PLUS(COLUMBUS)","","",1,0.00,""
,"Sales Order","02/27/2019","02/27/2019","A31257","TRENDZ BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","02/28/2019","03/30/2019","A31262","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","02/28/2019","03/30/2019","A31264","BEAUTY ELEMENTS","","",1,0.00,""
,"Sales Order","03/01/2019","03/31/2019","A31273","UNION SALES, INC.","","",1,0.00,""
,"Sales Order","03/01/2019","04/30/2019","A31289","ALICIA INTERNATIONAL, INC.","","",1,0.00,""
,"Sales Order","03/04/2019","04/03/2019","A31278","DASO TRADING INC.","","",1,0.00,""
,"Sales Order","03/04/2019","03/19/2019","A31282","BEAUTY SQUAD","","",1,0.00,""
,"Sales Order","03/04/2019","04/03/2019","A31285","HAIR PLUS","","",1,0.00,""
,"Sales Order","03/05/2019","04/04/2019","A31297","HAIR DEPOT PLUS(COLUMBUS)","","",1,0.00,""
,"Sales Order","03/05/2019","04/04/2019","A31302","MISSION TRADING","","",1,0.00,""
,"Sales Order","03/05/2019","04/04/2019","A31304","TNT BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","03/05/2019","03/05/2019","A31305","BEAUTY WORLD (JACKSON TN)","","",1,0.00,""
,"Sales Order","03/06/2019","03/06/2019","A31306","HAIR CROWN BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","03/06/2019","04/05/2019","A31308","NOAH INTERNATIONAL CO.","","",1,0.00,""
,"Sales Order","03/06/2019","03/21/2019","A31309","A.S.K. BEAUTY","","",1,0.00,""
,"Sales Order","03/06/2019","03/21/2019","A31311","CORNER BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","03/07/2019","04/06/2019","A31316","HAIR DEPOT PLUS(YOUNGSTOWN)","","",1,0.00,""
,"Sales Order","03/07/2019","04/06/2019","A31325","TEN TEN US TRADING, CORP.","","",1,0.00,""
,"Sales Order","03/11/2019","04/10/2019","A31337","OK BEAUTY & FASHION (AMERICUS, GA)","","",1,0.00,""
,"Sales Order","03/11/2019","04/10/2019","A31338","JC BEAUTY & FASHION","","",1,0.00,""
,"Sales Order","03/11/2019","04/10/2019","A31339","JOAH INTERNATIONAL, INC.","","",1,0.00,""
,"Sales Order","03/12/2019","04/11/2019","A31345","PGM SALES","","",1,0.00,""
,"Sales Order","03/14/2019","05/13/2019","A31359","P&J TRADING (MD)","","",1,0.00,""
,"Sales Order","03/15/2019","04/14/2019","A31365","HAIR DEPOT PLUS(COLUMBUS)","","",1,0.00,""
,"Sales Order","03/18/2019","04/17/2019","A31376","DJ BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","03/18/2019","04/17/2019","A31378","US IMPORT","","",1,0.00,""
,"Sales Order","03/19/2019","04/18/2019","A31385","ESSENCE BEAUTY MART","","",1,0.00,""
,"Sales Order","03/20/2019","04/04/2019","A31393","BELLA PANDORA GLOBAL, INC.","","",1,0.00,""
,"Sales Order","03/21/2019","04/20/2019","A31400","HAIR PLUS","","",1,0.00,""
,"Sales Order","03/21/2019","03/21/2019","A31403","HAIR GUARD 3 BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","03/21/2019","04/20/2019","A31404","MISSION TRADING","","",1,0.00,""
,"Sales Order","03/22/2019","04/21/2019","A31407","TEN TEN US TRADING, CORP.","","",1,0.00,""
,"Sales Order","03/22/2019","04/21/2019","A31408","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","03/22/2019","03/22/2019","A31409","HAIR CROWN BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","03/25/2019","04/24/2019","A31414","KING J FASHION & BEAUTY","","",1,0.00,""
,"Sales Order","03/25/2019","04/24/2019","A31435","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","03/26/2019","04/25/2019","A31439","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","03/26/2019","04/25/2019","A31440","DASO TRADING INC.","","",1,0.00,""
,"Sales Order","04/01/2019","04/01/2019","A31474","STAR BEAUTY SUPPLY 2 (TX)","","",1,0.00,""
,"Sales Order","04/03/2019","05/03/2019","A31482","BEAUTY DEPOT (JACKSON, MS)","","",1,0.00,""
,"Sales Order","04/03/2019","05/03/2019","A31483","BEAUTY DEPOT (JACKSON, MS)","","",1,0.00,""
,"Sales Order","04/03/2019","05/03/2019","A31489","HAIR DEPOT PLUS(COLUMBUS)","","",1,0.00,""
,"Sales Order","04/04/2019","05/04/2019","A31491","BEAUTY ELEMENTS","","",1,0.00,""
,"Sales Order","04/04/2019","05/04/2019","A31497","MISSION TRADING","","",1,0.00,""
,"Sales Order","04/05/2019","05/05/2019","A31500","UNION SALES, INC.","","",1,0.00,""
,"Sales Order","04/05/2019","05/05/2019","A31501","LEE BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","04/08/2019","05/08/2019","A31502","PGM SALES","","",1,0.00,""
,"Sales Order","04/09/2019","04/09/2019","A31512","STAR BEAUTY SUPPLY 2 (TX)","","",1,0.00,""
,"Sales Order","04/10/2019","05/10/2019","A31522","EXPO TRADING","","",1,0.00,""
,"Sales Order","04/11/2019","04/26/2019","A31525","A.S.K. BEAUTY","","",1,0.00,""
,"Sales Order","04/11/2019","04/26/2019","A31526","UBS","","",1,0.00,""
,"Sales Order","04/11/2019","05/11/2019","A31527","DASO TRADING INC.","","",1,0.00,""
,"Sales Order","04/15/2019","04/15/2019","A31540","ESSENCE BEAUTY DEPOT","","",1,0.00,""
,"Sales Order","04/16/2019","05/16/2019","A31545","BEAUTY OF ANGELS","","",1,0.00,""
,"Sales Order","04/18/2019","05/18/2019","A31552","OK BEAUTY & FASHION (AMERICUS, GA)","","",1,0.00,""
,"Sales Order","04/18/2019","05/18/2019","A31553","A-1 TRADING, INC. (GA)","","",1,0.00,""
,"Sales Order","04/18/2019","06/17/2019","A31555","PKNY INTERNATIONAL INC.","","",1,0.00,""
,"Sales Order","04/18/2019","06/17/2019","A31556","PK INTERNATIONAL, INC.","","",1,0.00,""
,"Sales Order","04/18/2019","05/18/2019","A31559","TEN TEN US TRADING, CORP.","","",1,0.00,""
,"Sales Order","04/19/2019","05/19/2019","A31563","HAIR DEPOT PLUS(COLUMBUS)","","",1,0.00,""
,"Sales Order","04/19/2019","05/19/2019","A31564","UNI FASHION TRADING","","",1,0.00,""
,"Sales Order","04/22/2019","05/22/2019","A31567","UNION SALES, INC.","","",1,0.00,""
,"Sales Order","04/25/2019","05/25/2019","A31594","EXPO TRADING","","",1,0.00,""
,"Sales Order","04/26/2019","05/26/2019","A31599","BEAUTY ELEMENTS","","",1,0.00,""
,"Sales Order","04/26/2019","05/26/2019","A31606","NOAH INTERNATIONAL CO.","","",1,0.00,""
,"Sales Order","04/29/2019","05/14/2019","A31608","CORNER BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","04/29/2019","05/29/2019","A31609","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","04/29/2019","05/29/2019","A31614","7 DOLLAR BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","04/29/2019","05/14/2019","A31617","D&G TRADING","","",1,0.00,""
,"Sales Order","04/29/2019","04/29/2019","A31621","S AND K BEAUTY (OH)","","",1,0.00,""
,"Sales Order","04/29/2019","04/29/2019","A31622","BENNETT BEAUTY&BARBER SUPPLY","","",1,-86.67,""
,"Sales Order","04/30/2019","04/30/2019","A31629","HAIR CROWN BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","05/01/2019","05/31/2019","A31631","PGM SALES","","",1,0.00,""
,"Sales Order","05/01/2019","05/31/2019","A31634","UNION SALES, INC.","","",1,0.00,""
,"Sales Order","05/01/2019","05/31/2019","A31636","MISSION TRADING","","",1,0.00,""
,"Sales Order","05/02/2019","06/01/2019","A31639","DASO TRADING INC.","","",1,0.00,""
,"Sales Order","05/02/2019","06/01/2019","A31640","HAIR DEPOT PLUS(YOUNGSTOWN)","","",1,0.00,""
,"Sales Order","05/02/2019","06/01/2019","A31641","HAIR DEPOT PLUS(WARREN)","","",1,0.00,""
,"Sales Order","05/02/2019","06/01/2019","A31645","USA BEAUTY CARE, INC.","","",1,0.00,""
,"Sales Order","05/03/2019","07/02/2019","A31649","ALICIA INTERNATIONAL, INC.","","",1,0.00,""
,"Sales Order","05/06/2019","06/05/2019","A31658","HAIR DEPOT PLUS(COLUMBUS)","","",1,0.00,""
,"Sales Order","05/06/2019","07/05/2019","A31659","ALICIA INTERNATIONAL, INC.","","",1,0.00,""
,"Sales Order","05/06/2019","05/21/2019","A31660","BEAUTY SQUAD","","",1,0.00,""
,"Sales Order","05/07/2019","07/06/2019","A31661","YOUNG'S TRADING (GA)","","",1,0.00,""
,"Sales Order","05/07/2019","06/06/2019","A31662","A-1 TRADING, INC. (GA)","","",1,0.00,""
,"Sales Order","05/07/2019","05/22/2019","A31665","SUPER BEAUTY WORLD","","",1,0.00,""
,"Sales Order","05/07/2019","06/06/2019","A31666","US IMPORT","","",1,0.00,""
,"Sales Order","05/08/2019","06/07/2019","A31668","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","05/09/2019","06/08/2019","A31671","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","05/09/2019","07/08/2019","A31675","ALICIA INTERNATIONAL, INC.","","",1,0.00,""
,"Sales Order","05/09/2019","06/08/2019","A31676","DASO TRADING INC.","","",1,0.00,""
,"Sales Order","05/09/2019","07/08/2019","A31678","P&J TRADING (MD)","","",1,0.00,""
,"Sales Order","05/10/2019","06/09/2019","A31682","UNION SALES, INC.","","",1,0.00,""
,"Sales Order","05/10/2019","07/09/2019","A31684","ALICIA INTERNATIONAL, INC.","","",1,0.00,""
,"Sales Order","05/16/2019","06/15/2019","A31723","BEAUTY ELEMENTS","","",1,0.00,""
,"Sales Order","05/16/2019","06/15/2019","A31724","UNION SALES, INC.","","",1,0.00,""
,"Sales Order","05/16/2019","06/15/2019","A31726","TNT BEAUTY SUPPLY","","",1,0.00,""
,"Sales Order","05/16/2019","06/15/2019","A31728","HAIR PLUS","","",1,0.00,""
,"Sales Order","05/16/2019","06/15/2019","A31730","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","05/17/2019","06/16/2019","A31733","DASO TRADING INC.","","",1,0.00,""
,"Sales Order","05/20/2019","06/04/2019","A31740","A.S.K. BEAUTY","","",1,0.00,""
,"Sales Order","05/20/2019","06/19/2019","A31743","BEAUTY DEPOT (JACKSON, MS)","","",1,0.00,""
,"Sales Order","05/21/2019","06/20/2019","A31749","EXPO TRADING","","",1,0.00,""
,"Sales Order","05/21/2019","06/20/2019","A31750","TEN TEN US TRADING, CORP.","","",1,0.00,""
,"Sales Order","05/21/2019","05/21/2019","A31752","STAR BEAUTY (KS)","","",1,0.00,""
,"Sales Order","05/22/2019","06/06/2019","A31757","BEAUTY SQUAD","","",1,0.00,""
,"Sales Order","05/23/2019","06/22/2019","A31759","SANDY'S HAIR CARE","","",1,0.00,""
,"Sales Order","05/23/2019","06/22/2019","A31762","KING J FASHION & BEAUTY","","",1,0.00,""
,"Sales Order","05/29/2019","06/28/2019","A31775","JC BEAUTY & FASHION","","",1,0.00,""
,"Sales Order","05/29/2019","05/29/2019","A31776","LOC'D UP KREATIONZ STUDIO","","",1,0.00,""
,"Sales Order","05/30/2019","06/29/2019","A31784","C&L TRADING OF MIAMI","","",1,0.00,""
,"Sales Order","05/30/2019","06/29/2019","A31785","HAIR DEPOT PLUS(COLUMBUS)","","",1,0.00,""
