,"Type","Date","Due Date","Num","Name","Qty","Invoiced","Backordered","Amount","Open Balance"
"Inventory",,,,,,,,,,
"E1083 (ADHESIVE-STRIP LASH/CLEAR (7G))",,,,,,,,,,
,"Sales Order","07/20/2018","09/18/2018","A30114","SUN 3 TRADING LLC.",3,2,1,36.00,12.00
,"Sales Order","07/25/2018","09/23/2018","A30130","P&J TRADING (MD)",3,0,3,36.00,36.00
,"Sales Order","08/06/2018","08/06/2018","A30144","EBS IMPORT&WHOLESALE (GA)",1,0,1,12.00,12.00
,"Sales Order","08/06/2018","09/05/2018","A30158","KINGS BEAUTY SUPPLY (MAULDIN SC)",1,0,1,16.50,16.50
,"Sales Order","08/06/2018","10/05/2018","A30161","SUN 3 TRADING LLC.",9,0,9,108.00,108.00
,"Sales Order","08/07/2018","09/06/2018","A30167","BEAUTY OF ANGELS",2,0,2,33.00,33.00
,"Sales Order","08/07/2018","10/06/2018","A30168","ALICIA INTERNATIONAL, INC.",4,0,4,48.00,48.00
,"Sales Order","08/07/2018","08/07/2018","A30170","CLORE CANADA INC.",4,0,4,48.00,48.00
,"Sales Order","08/07/2018","09/06/2018","A30172","PRIME CK",3,0,3,36.00,36.00
,"Sales Order","08/07/2018","09/06/2018","A30174","SMILEY'S BEAUTY SUPPLY",1,0,1,16.50,16.50
,"Sales Order","08/09/2018","08/09/2018","A30184","EBS IMPORT&WHOLESALE (GA)",1,0,1,12.00,12.00
,"Sales Order","08/09/2018","08/09/2018","A30185","TYS BEAUTY SUPPLY",1,0,1,16.50,16.50
,"Sales Order","08/10/2018","10/09/2018","A30197","PK INTERNATIONAL, INC.",24,0,24,288.00,288.00
,"Sales Order","08/13/2018","10/12/2018","A30202","SUN 3 TRADING LLC.",9,0,9,108.00,108.00
,"Sales Order","08/14/2018","09/13/2018","A30212","FASHION POINT(10/21/19 close notice)",6,0,6,72.00,72.00
,"Sales Order","08/15/2018","09/14/2018","A30221","PRIME CK",3,0,3,36.00,36.00
,"Sales Order","08/30/2018","09/29/2018","A30292","HAIR DEPOT PLUS(WARREN)",12,0,12,144.00,144.00
,"Sales Order","03/04/2019","05/03/2019","A31284","WURI, INC.",6,0,6,72.00,72.00
,"Sales Order","07/02/2019","08/01/2019","A31971","BEN'S (MD) BEAUTY SUPPLY DISTRIBUTOR INC.",6,0,6,72.00,72.00
,"Sales Order","10/24/2019","11/23/2019","A32535","MISSION TRADING",8,0,8,96.00,96.00
,"Sales Order","10/28/2019","12/27/2019","A32556","SUN 3 TRADING LLC.",6,0,6,72.00,72.00
,"Sales Order","10/31/2019","10/31/2019","A32575","CLORE CANADA INC.",5,1,4,60.00,48.00
,"Sales Order","11/01/2019","12/31/2019","A32582","SUN 3 TRADING LLC.",6,0,6,72.00,72.00
,"Sales Order","11/06/2019","12/06/2019","A32604","C&L TRADING OF MIAMI",24,0,24,288.00,288.00
,"Sales Order","11/07/2019","12/07/2019","A32610","WAKE BEAUTY",2,0,2,24.00,24.00
,"Sales Order","05/21/2020","06/05/2020","A33663","BEAUTY MART 1 (BEAUTY STORE)",1,0,1,16.50,16.50
,"Sales Order","06/29/2020","06/29/2020","A33898","D&G TRADING",6,0,6,72.00,72.00
,"Sales Order","06/29/2020","07/29/2020","A33900","KINGS BEAUTY SUPPLY (MAULDIN SC)",1,0,1,16.50,16.50
"Total K710 (DREADLOCKS TUBE : ASSORT (DZ/24 DZ))",,,,,,292,36,256,3549.00,3117.00
"K711 (DREADLOCKS TUBE : BLACK (DZ/24 DZ))",,,,,,,,,,
,"Sales Order","05/07/2018","07/06/2018","A29734","SUN 3 TRADING LLC.",6,3,3,72.00,36.00
,"Sales Order","05/07/2018","07/06/2018","A29735","P&J TRADING (MD)",12,0,12,144.00,144.00
,"Sales Order","05/10/2018","05/10/2018","A29755","EBS IMPORT&WHOLESALE (GA)",3,0,3,36.00,36.00
,"Sales Order","05/14/2018","06/13/2018","A29761","UNION SALES, INC.",24,0,24,288.00,288.00
,"Sales Order","05/14/2018","06/13/2018","A29762","KING'S BEAUTY (COLUMBIA, SC)",1,0,1,12.00,12.00
,"Sales Order","05/14/2018","07/13/2018","A29769","SUN 3 TRADING LLC.",6,0,6,72.00,72.00
,"Sales Order","05/14/2018","06/13/2018","A29771","KINGS BEAUTY SUPPLY (MAULDIN SC)",2,0,2,33.00,33.00
,"Sales Order","05/15/2018","06/14/2018","A29783","US IMPORT",6,0,6,72.00,72.00
,"Sales Order","05/15/2018","06/14/2018","A29786","BEAUTY WORLD (HENDERSON,NC)",2,0,2,24.00,24.00
,"Sales Order","05/16/2018","07/15/2018","A29789","P&J TRADING (MD)",12,0,12,144.00,144.00
,"Sales Order","05/17/2018","06/16/2018","A29794","BEN'S (MD) BEAUTY SUPPLY DISTRIBUTOR INC.",12,0,12,144.00,144.00
,"Sales Order","05/21/2018","06/20/2018","A29809","UNION SALES, INC.",24,0,24,288.00,288.00
,"Sales Order","05/21/2018","06/20/2018","A29817","HAIR DEPOT PLUS(WARREN)",1,0,1,12.00,12.00
,"Sales Order","05/21/2018","07/20/2018","A29819","P&J TRADING (MD)",12,0,12,144.00,144.00
,"Sales Order","05/21/2018","06/20/2018","A29820","FASHION POINT(10/21/19 close notice)",12,0,12,144.00,144.00
,"Sales Order","05/21/2018","06/20/2018","A29823","C&L TRADING OF MIAMI",24,0,24,288.00,288.00
,"Sales Order","05/21/2018","06/20/2018","A29825","C&L TRADING OF MIAMI",24,0,24,288.00,288.00
,"Sales Order","05/22/2018","06/21/2018","A29829","US IMPORT",6,4,2,72.00,24.00
,"Sales Order","05/22/2018","06/21/2018","A29834","PRIME CK",6,0,6,72.00,72.00
,"Sales Order","05/23/2018","07/22/2018","A29844","MISSION TRADING",6,0,6,72.00,72.00
,"Sales Order","05/24/2018","05/24/2018","A29846","EBS IMPORT&WHOLESALE (GA)",2,0,2,24.00,24.00
,"Sales Order","05/24/2018","06/23/2018","A29854","DASO TRADING INC.",12,0,12,144.00,144.00
,"Sales Order","05/25/2018","05/25/2018","A29860","CLORE CANADA INC.",3,0,3,36.00,36.00
,"Sales Order","05/29/2018","06/28/2018","A29867","UNION SALES, INC.",24,0,24,288.00,288.00
,"Sales Order","05/30/2018","07/29/2018","A29870","P&J TRADING (MD)",12,0,12,144.00,144.00
,"Sales Order","05/30/2018","06/29/2018","A29872","US IMPORT",6,0,6,72.00,72.00
,"Sales Order","06/04/2018","08/03/2018","A29876","WURI, INC.",12,0,12,144.00,144.00
,"Sales Order","06/04/2018","08/03/2018","A29877","SUN 3 TRADING LLC.",12,0,12,144.00,144.00
,"Sales Order","06/04/2018","07/04/2018","A29878","C&L TRADING OF MIAMI",48,0,48,576.00,576.00
,"Sales Order","06/04/2018","06/19/2018","A29887","2J GROUP, INC.",3,0,3,36.00,36.00
,"Sales Order","06/04/2018","07/04/2018","A29890","BEAUTY DEPOT (JACKSON, MS)",1,0,1,16.50,16.50
,"Sales Order","06/25/2018","06/25/2018","A29985","MELVIRA'S HAIR STUDIO",1,0,1,24.00,24.00
,"Sales Order","08/30/2018","09/29/2018","A30292","HAIR DEPOT PLUS(WARREN)",12,0,12,144.00,144.00
,"Sales Order","11/07/2018","12/07/2018","A30601","BESCO (GA)",3,0,3,36.00,36.00
,"Sales Order","03/04/2019","05/03/2019","A31284","WURI, INC.",6,0,6,72.00,72.00
,"Sales Order","05/06/2019","07/05/2019","A31659","ALICIA INTERNATIONAL, INC.",4,0,4,48.00,48.00
,"Sales Order","06/04/2019","07/04/2019","A31821","PRIME CK",3,0,3,36.00,36.00
,"Sales Order","07/02/2019","08/01/2019","A31971","BEN'S (MD) BEAUTY SUPPLY DISTRIBUTOR INC.",12,0,12,144.00,144.00
,"Sales Order","08/22/2019","09/21/2019","A32201","EXPO TRADING",6,0,6,72.00,72.00
,"Sales Order","10/01/2019","10/16/2019","A32422","BEAUTY CASTLE",12,0,12,144.00,144.00
,"Sales Order","02/12/2020","03/13/2020","A33081","WAKE BEAUTY",3,0,3,36.00,36.00
,"Sales Order","05/21/2020","06/05/2020","A33663","BEAUTY MART 1 (BEAUTY STORE)",1,0,1,16.50,16.50
,"Sales Order","06/29/2020","07/29/2020","A33891","PRIME CK",6,0,6,72.00,72.00
,"Sales Order","06/29/2020","07/29/2020","A33897","C&L TRADING OF MIAMI",24,0,24,288.00,288.00
,"Sales Order","06/29/2020","06/29/2020","A33898","D&G TRADING",6,0,6,72.00,72.00
,"Sales Order","06/29/2020","07/29/2020","A33900","KINGS BEAUTY SUPPLY (MAULDIN SC)",1,0,1,16.50,16.50
"Total K711 (DREADLOCKS TUBE : BLACK (DZ/24 DZ))",,,,,,436,7,429,5266.50,5182.50
"K720 (SPORT BAND SET (3PCS) : ASSORT (DZ/24 DZ))",,,,,,,,,,
,"Sales Order","06/15/2018","07/15/2018","A29940","TEN TEN US TRADING, CORP.",24,0,24,132.00,132.00
,"Sales Order","06/25/2018","07/25/2018","A29987","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","08/03/2018","10/02/2018","A30132","YOUNG'S TRADING (GA)",6,0,6,33.00,33.00
,"Sales Order","08/06/2018","10/05/2018","A30161","SUN 3 TRADING LLC.",3,1,2,16.50,11.00
,"Sales Order","08/08/2018","10/07/2018","A30177","YOUNG'S TRADING (GA)",6,0,6,33.00,33.00
,"Sales Order","08/15/2018","10/14/2018","A30214","YOUNG'S TRADING (GA)",6,0,6,33.00,33.00
,"Sales Order","08/17/2018","09/16/2018","A30235","7 DOLLAR BEAUTY SUPPLY",24,0,24,132.00,132.00
,"Sales Order","08/17/2018","09/16/2018","A30238","BEN'S (TX) BEAUTY SUPPLY DISTRIBUTOR INC.",24,0,24,132.00,132.00
,"Sales Order","08/22/2018","10/21/2018","A30255","YOUNG'S TRADING (GA)",6,0,6,33.00,33.00
,"Sales Order","08/24/2018","09/08/2018","A30267","BEAUTY MART 1 (BEAUTY STORE)",1,0,1,7.50,7.50
,"Sales Order","09/18/2018","11/17/2018","A30363","P&J TRADING (MD)",3,0,3,16.50,16.50
,"Sales Order","09/26/2018","11/25/2018","A30409","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","09/28/2018","09/28/2018","A30417","EBS IMPORT&WHOLESALE (GA)",1,0,1,5.50,5.50
,"Sales Order","10/02/2018","12/01/2018","A30433","YOUNG'S TRADING (GA)",6,0,6,33.00,33.00
,"Sales Order","10/22/2018","11/21/2018","A30525","BEN'S (TX) BEAUTY SUPPLY DISTRIBUTOR INC.",24,0,24,132.00,132.00
,"Sales Order","10/24/2018","11/23/2018","A30540","7 DOLLAR BEAUTY SUPPLY",24,0,24,132.00,132.00
,"Sales Order","11/19/2018","11/19/2018","A30678","JUST INCREDIBLE HAIR INC.(CANADA)",1,0,1,7.50,7.50
,"Sales Order","12/06/2018","02/04/2019","A30761","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","12/17/2018","02/15/2019","A30820","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","12/26/2018","02/24/2019","A30878","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","01/15/2019","02/14/2019","A30987","BEN'S (TX) BEAUTY SUPPLY DISTRIBUTOR INC.",24,0,24,132.00,132.00
,"Sales Order","01/28/2019","03/29/2019","A31055","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","02/15/2019","03/17/2019","A31186","BEAUTY DEPOT (JACKSON, MS)",1,0,1,7.50,7.50
,"Sales Order","02/18/2019","04/19/2019","A31195","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","02/27/2019","04/28/2019","A31258","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","03/04/2019","03/04/2019","A31281","AMIRA",1,0,1,9.00,9.00
,"Sales Order","03/14/2019","05/13/2019","A31359","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","04/03/2019","05/03/2019","A31484","BEN'S (TX) BEAUTY SUPPLY DISTRIBUTOR INC.",24,0,24,132.00,132.00
,"Sales Order","04/04/2019","06/03/2019","A31490","P&J TRADING (MD)",12,0,12,66.00,66.00
,"Sales Order","04/10/2019","05/10/2019","A31516","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","04/15/2019","04/30/2019","A31535","BYESSENCE BEAUTY(J&D ENT.)",6,0,6,33.00,33.00
,"Sales Order","04/15/2019","05/15/2019","A31541","EVERGREEN BEAUTY",1,0,1,7.50,7.50
,"Sales Order","04/16/2019","05/16/2019","A31548","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","04/18/2019","05/18/2019","A31559","TEN TEN US TRADING, CORP.",24,0,24,132.00,132.00
,"Sales Order","04/24/2019","06/23/2019","A31591","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","05/06/2019","06/05/2019","A31653","TEN TEN US TRADING, CORP.",24,0,24,132.00,132.00
,"Sales Order","05/07/2019","06/06/2019","A31666","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","05/09/2019","07/08/2019","A31678","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","05/21/2019","06/20/2019","A31750","TEN TEN US TRADING, CORP.",24,0,24,132.00,132.00
,"Sales Order","05/30/2019","06/29/2019","A31781","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","05/30/2019","07/29/2019","A31790","P&J TRADING (MD)",12,0,12,66.00,66.00
,"Sales Order","06/12/2019","07/12/2019","A31872","BEAUTY DEPOT (JACKSON, MS)",1,0,1,7.50,7.50
,"Sales Order","06/12/2019","07/12/2019","A31875","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","06/17/2019","07/17/2019","A31894","TEN TEN US TRADING, CORP.",24,0,24,132.00,132.00
,"Sales Order","06/19/2019","07/19/2019","A31913","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","06/24/2019","07/24/2019","A31935","LEE BEAUTY SUPPLY",2,0,2,15.00,15.00
,"Sales Order","06/25/2019","07/25/2019","A31941","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","07/09/2019","08/08/2019","A32002","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","07/10/2019","09/08/2019","A32004","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","07/17/2019","08/16/2019","A32039","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","07/19/2019","09/17/2019","A32049","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","07/31/2019","09/29/2019","A32102","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","08/01/2019","08/31/2019","A32110","BEN'S (TX) BEAUTY SUPPLY DISTRIBUTOR INC.",24,0,24,132.00,132.00
,"Sales Order","08/09/2019","10/08/2019","A32145","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","08/23/2019","10/22/2019","A32211","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","10/18/2019","11/17/2019","A32507","KINGS BEAUTY SUPPLY (MAULDIN SC)",1,0,1,7.50,7.50
,"Sales Order","01/21/2020","01/21/2020","A32966","AMY NATURAL HAIR CARE & BRAIDING",1,0,1,7.50,7.50
,"Sales Order","02/18/2020","04/18/2020","A33114","CY LADY (GA)",1,0,1,5.50,5.50
,"Sales Order","03/11/2020","04/10/2020","A33236","EVERGREEN BEAUTY",2,0,2,15.00,15.00
,"Sales Order","06/10/2020","07/10/2020","A33775","EVERGREEN BEAUTY",1,0,1,7.50,7.50
,"Sales Order","06/12/2020","06/12/2020","A33798","CASA CESAR N.V.",2,0,2,11.00,11.00
,"Sales Order","06/12/2020","06/12/2020","A33802","CASA CESAR N.V.",2,0,2,11.00,11.00
,"Sales Order","06/17/2020","07/17/2020","A33837","US IMPORT",6,0,6,33.00,33.00
"Total K720 (SPORT BAND SET (3PCS) : ASSORT (DZ/24 DZ))",,,,,,529,1,528,2937.00,2931.50
"K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ))",,,,,,,,,,
,"Sales Order","06/11/2018","07/11/2018","A29913","UNION SALES, INC.",24,12,12,132.00,66.00
,"Sales Order","06/19/2018","07/19/2018","A29955","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","08/17/2018","09/16/2018","A30235","7 DOLLAR BEAUTY SUPPLY",24,0,24,132.00,132.00
,"Sales Order","08/20/2018","10/19/2018","A30244","WURI, INC.",6,5,1,33.00,5.50
,"Sales Order","08/27/2018","09/26/2018","A30280","ESSENCE BEAUTY MART",1,0,1,7.50,7.50
,"Sales Order","09/04/2018","10/04/2018","A30300","PRIME CK",3,0,3,16.50,16.50
,"Sales Order","09/05/2018","11/04/2018","A30311","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","09/18/2018","11/17/2018","A30363","P&J TRADING (MD)",3,0,3,16.50,16.50
,"Sales Order","09/19/2018","11/18/2018","A30367","YOUNG'S TRADING (GA)",12,0,12,66.00,66.00
,"Sales Order","09/24/2018","11/23/2018","A30386","WURI, INC.",6,0,6,33.00,33.00
,"Sales Order","09/24/2018","10/24/2018","A30387","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","09/24/2018","10/24/2018","A30401","DASO TRADING INC.",24,0,24,132.00,132.00
,"Sales Order","09/25/2018","10/25/2018","A30402","PRIME CK",3,0,3,16.50,16.50
,"Sales Order","09/26/2018","11/25/2018","A30409","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","09/27/2018","10/27/2018","A30413","UNION SALES, INC.",24,0,24,132.00,132.00
,"Sales Order","09/28/2018","09/28/2018","A30417","EBS IMPORT&WHOLESALE (GA)",1,0,1,5.50,5.50
,"Sales Order","10/01/2018","11/30/2018","A30425","WURI, INC.",6,0,6,33.00,33.00
,"Sales Order","10/01/2018","10/31/2018","A30426","7 DOLLAR BEAUTY SUPPLY",24,0,24,132.00,132.00
,"Sales Order","10/02/2018","11/01/2018","A30431","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","10/02/2018","12/01/2018","A30433","YOUNG'S TRADING (GA)",6,0,6,33.00,33.00
,"Sales Order","10/05/2018","10/05/2018","A30445","EBS IMPORT&WHOLESALE (GA)",2,0,2,11.00,11.00
,"Sales Order","10/05/2018","12/04/2018","A30448","P&J TRADING (MD)",3,0,3,16.50,16.50
,"Sales Order","10/08/2018","12/07/2018","A30451","WURI, INC.",6,0,6,33.00,33.00
,"Sales Order","10/08/2018","11/07/2018","A30454","KING J FASHION & BEAUTY",1,0,1,7.50,7.50
,"Sales Order","10/09/2018","11/08/2018","A30460","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","10/09/2018","12/08/2018","A30463","YOUNG'S TRADING (GA)",6,0,6,33.00,33.00
,"Sales Order","10/12/2018","12/11/2018","A30486","WURI, INC.",6,0,6,33.00,33.00
,"Sales Order","10/15/2018","11/14/2018","A30488","PRIME CK",3,0,3,16.50,16.50
,"Sales Order","10/15/2018","12/14/2018","A30492","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","10/15/2018","12/14/2018","A30497","YOUNG'S TRADING (GA)",6,0,6,33.00,33.00
,"Sales Order","10/16/2018","11/15/2018","A30499","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","10/16/2018","10/16/2018","A30501","AMIRA",1,0,1,9.00,9.00
,"Sales Order","10/17/2018","11/16/2018","A30509","KING J FASHION & BEAUTY",1,0,1,7.50,7.50
,"Sales Order","10/19/2018","12/18/2018","A30521","WURI, INC.",6,0,6,33.00,33.00
,"Sales Order","10/22/2018","11/21/2018","A30528","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","10/24/2018","11/23/2018","A30540","7 DOLLAR BEAUTY SUPPLY",24,0,24,132.00,132.00
,"Sales Order","10/25/2018","12/24/2018","A30541","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","10/29/2018","12/28/2018","A30550","WURI, INC.",6,0,6,33.00,33.00
,"Sales Order","10/29/2018","11/28/2018","A30551","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","11/01/2018","12/31/2018","A30568","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","11/05/2018","01/04/2019","A30586","SUN 3 TRADING LLC.",6,0,6,33.00,33.00
,"Sales Order","11/06/2018","12/06/2018","A30589","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","11/12/2018","01/11/2019","A30622","WURI, INC.",6,0,6,33.00,33.00
,"Sales Order","11/12/2018","01/11/2019","A30624","SUN 3 TRADING LLC.",6,0,6,33.00,33.00
,"Sales Order","11/13/2018","12/13/2018","A30638","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","11/19/2018","11/19/2018","A30678","JUST INCREDIBLE HAIR INC.(CANADA)",1,0,1,7.50,7.50
,"Sales Order","11/20/2018","12/20/2018","A30683","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","11/21/2018","01/20/2019","A30691","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","11/21/2018","12/06/2018","A30692","GENERAL IMPORT ENTERPRISES, INC.",24,0,24,132.00,132.00
,"Sales Order","11/26/2018","01/25/2019","A30694","SUN 3 TRADING LLC.",3,0,3,16.50,16.50
,"Sales Order","11/26/2018","01/25/2019","A30696","WURI, INC.",6,0,6,33.00,33.00
,"Sales Order","11/30/2018","12/30/2018","A30732","UNION SALES, INC.",48,0,48,264.00,264.00
,"Sales Order","12/03/2018","01/02/2019","A30741","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","12/06/2018","02/04/2019","A30761","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","12/17/2018","02/15/2019","A30815","WURI, INC.",6,0,6,33.00,33.00
,"Sales Order","12/17/2018","02/15/2019","A30820","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","12/17/2018","02/15/2019","A30824","SUN 3 TRADING LLC.",3,0,3,16.50,16.50
,"Sales Order","12/17/2018","01/16/2019","A30828","KING J FASHION & BEAUTY",1,0,1,7.50,7.50
,"Sales Order","12/26/2018","01/25/2019","A30867","UNION SALES, INC.",24,0,24,132.00,132.00
,"Sales Order","12/26/2018","02/24/2019","A30878","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","01/07/2019","03/08/2019","A30927","WURI, INC.",6,0,6,33.00,33.00
,"Sales Order","01/07/2019","03/08/2019","A30932","SUN 3 TRADING LLC.",3,0,3,16.50,16.50
,"Sales Order","01/07/2019","02/06/2019","A30937","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","01/10/2019","02/09/2019","A30954","UNION SALES, INC.",24,0,24,132.00,132.00
,"Sales Order","01/10/2019","03/11/2019","A30963","SUN 3 TRADING LLC.",3,0,3,16.50,16.50
,"Sales Order","01/14/2019","02/13/2019","A30974","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","01/21/2019","03/22/2019","A31021","SUN 3 TRADING LLC.",6,0,6,33.00,33.00
,"Sales Order","01/23/2019","03/24/2019","A31027","SUN 3 TRADING LLC.",6,0,6,33.00,33.00
,"Sales Order","01/24/2019","02/23/2019","A31039","ESSENCE BEAUTY MART",1,0,1,7.50,7.50
,"Sales Order","01/28/2019","03/29/2019","A31055","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","01/28/2019","03/29/2019","A31056","SUN 3 TRADING LLC.",6,0,6,33.00,33.00
,"Sales Order","01/30/2019","03/01/2019","A31080","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","02/08/2019","03/10/2019","A31152","LEE BEAUTY SUPPLY",1,0,1,7.50,7.50
,"Sales Order","02/11/2019","04/12/2019","A31157","SUN 3 TRADING LLC.",3,0,3,16.50,16.50
,"Sales Order","02/13/2019","03/15/2019","A31170","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","02/18/2019","04/19/2019","A31194","SUN 3 TRADING LLC.",3,0,3,16.50,16.50
,"Sales Order","02/18/2019","04/19/2019","A31195","P&J TRADING (MD)",3,0,3,16.50,16.50
,"Sales Order","02/19/2019","03/21/2019","A31205","LEE BEAUTY SUPPLY",1,0,1,7.50,7.50
,"Sales Order","02/20/2019","04/21/2019","A31214","YOUNG'S TRADING (GA)",24,0,24,132.00,132.00
,"Sales Order","02/21/2019","03/23/2019","A31218","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","02/22/2019","03/24/2019","A31233","TEN TEN US TRADING, CORP.",24,0,24,132.00,132.00
,"Sales Order","02/27/2019","04/28/2019","A31258","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","02/28/2019","03/30/2019","A31260","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","03/01/2019","03/01/2019","A31268","EBS IMPORT&WHOLESALE (GA)",1,0,1,5.50,5.50
,"Sales Order","03/04/2019","05/03/2019","A31287","SUN 3 TRADING LLC.",3,0,3,16.50,16.50
,"Sales Order","03/05/2019","03/20/2019","A31296","BEAUTY MART 1 (BEAUTY STORE)",1,0,1,7.50,7.50
,"Sales Order","03/06/2019","04/05/2019","A31314","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","03/07/2019","04/06/2019","A31325","TEN TEN US TRADING, CORP.",24,0,24,132.00,132.00
,"Sales Order","03/13/2019","04/12/2019","A31354","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","03/14/2019","05/13/2019","A31359","P&J TRADING (MD)",6,0,6,33.00,33.00
,"Sales Order","03/15/2019","05/14/2019","A31370","WURI, INC.",6,0,6,33.00,33.00
,"Sales Order","03/19/2019","04/18/2019","A31385","ESSENCE BEAUTY MART",1,0,1,7.50,7.50
,"Sales Order","03/19/2019","04/18/2019","A31388","PRIME CK",3,0,3,16.50,16.50
,"Sales Order","03/20/2019","04/04/2019","A31394","GENERAL IMPORT ENTERPRISES, INC.",24,0,24,132.00,132.00
,"Sales Order","03/22/2019","04/21/2019","A31407","TEN TEN US TRADING, CORP.",24,0,24,132.00,132.00
,"Sales Order","03/25/2019","05/24/2019","A31411","SUN 3 TRADING LLC.",3,0,3,16.50,16.50
,"Sales Order","03/27/2019","04/26/2019","A31446","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","03/29/2019","03/29/2019","A31457","EBS IMPORT&WHOLESALE (GA)",1,0,1,5.50,5.50
,"Sales Order","04/01/2019","05/31/2019","A31467","SUN 3 TRADING LLC.",3,0,3,16.50,16.50
,"Sales Order","04/04/2019","06/03/2019","A31490","P&J TRADING (MD)",12,0,12,66.00,66.00
,"Sales Order","04/04/2019","05/04/2019","A31495","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","04/08/2019","06/07/2019","A31508","SUN 3 TRADING LLC.",3,0,3,16.50,16.50
,"Sales Order","04/10/2019","05/10/2019","A31516","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","04/15/2019","04/30/2019","A31535","BYESSENCE BEAUTY(J&D ENT.)",3,0,3,16.50,16.50
,"Sales Order","04/15/2019","05/15/2019","A31541","EVERGREEN BEAUTY",1,0,1,7.50,7.50
,"Sales Order","04/16/2019","05/16/2019","A31548","US IMPORT",6,0,6,33.00,33.00
,"Sales Order","04/18/2019","05/18/2019","A31559","TEN TEN US TRADING, CORP.",24,0,24,132.00,132.00
